Dificultad;Categoría;Pregunta;Respuesta Correcta;Incorrecta 1;Incorrecta 2;Incorrecta 3
Duro;Entretenimiento: Videojuegos;¿Cuántos socios puedes conseguir en Paper Mario: La puerta de los mil años?;7;6;9;10
Duro;Ciencia y Naturaleza;¿Cuál de estos animales pertenece a la clase Condricto?;Gran tiburón blanco;Pulpo;Orca;Bagres
Duro;Ciencia: Informática;¿A qué se refiere el Sistema Internacional de Cantidades a los 1024 bytes?;Kibibyte;Kylobyte;Kilobyte;Kelobyte
Duro;Entretenimiento: Videojuegos;En el juego Call of Duty, ¿cuál es el último nivel en el que juegas como un soldado americano?;Festung Recagno;Ste. Mere-Eglise (Día);Chateau;Brecourt
Duro;Entretenimiento: Cine;¿Cuál fue la primera película de Alfred Hitchcock rodada en color?;Cuerda;Psycho;Vértigo;Rebecca
Duro;Entretenimiento: Libros;En el universo de Harry Potter, ¿con quién acaba casándose Draco Malfoy?;Astoria Greengrass;Pansy Parkinson;Millicent Bulstrode;Hermione Granger
Duro;Entretenimiento: Música;¿Cuál álbum de Death Grips es el único que cuenta con un miembro de la banda?;No Love Deep Web;Foso Sin fondo;La Tienda del Dinero;Los poderes que B
Duro;Entretenimiento: Videojuegos;"La 'D' en el término ""D-Mail"" del juego ""Steins; ""Gate"" es la abreviatura de ¿qué?";DeLorean;Profundo;Demo;Dev
Duro;Entretenimiento: Videojuegos;¿Cuál de los cuatro imperios de Eve Online fue el primero en lograr viajes más rápidos que la luz?;Imperio Amarr;Estado de Caldari;Federación Gallente;República de Minmatar
Duro;Entretenimiento: Anime y Manga japonés;"¿En qué año empezó el manga ""To Love-Ru""?";2006;2007;2004;2005
Duro;Entretenimiento: Videojuegos;¿Cuál es el nombre de la especie alienígena introducida en Shadow the Hedgehog (2005)?;Black Arms;El Enjambre;Colmena Negra;El Eclipse
Duro;Ciencia y Naturaleza;¿Qué unidad científica lleva el nombre de un noble italiano?;Volt;Pascal;Ohm;Hertz
Duro;Entretenimiento: Música;"¡Pánico! ¿En qué fecha se publicó el sexto álbum de The At the Disco, ""Pray For The Wicked""?";43273;9 de mayo;2018;13 de marzo
Duro;Entretenimiento: Música;¿Quién ganó el campeonato internacional de Drum Corps en 1989?;Santa Clara Vanguard;Blue Devils;La Academia;Los Bluecoats
Duro;Historia;¿Cuándo comenzó la Guerra de la Independencia Española?;1808;1806;1810;1809
Duro;Entretenimiento: Dibujos animados y animaciones;"¿Townsend Coleman puso voz a qué tortuga en la serie original de 1987 de ""Tortugas Ninja""?";Miguel Ángel;Leonardo;Donatello;Rafael
Duro;Ciencia: Informática;¿Cómo se llama el proceso que envía un cúbit de información usando dos bits de información clásica?;Teletransportación cuántica;Codificación súper densa;Entrelazamiento cuántico;Programación cuántica
Duro;Arte;"¿La pintura ""La noche estrellada"" de Vincent van Gogh formaba parte de qué movimiento artístico?";Postimpresionismo;Romanticismo;Neoclásico;Impresionismo
Duro;Entretenimiento: Videojuegos;Dado que todos los miembros del grupo están al máximo, ¿quién es el miembro más rápido en Super Mario RPG: Legend of The Seven Stars?;Geno;Mario;Bowser;Melocotón
Duro;Geografía;¿A qué país pertenecen las islas Maluku (conocidas informalmente como las Islas de las Especias)?;Indonesia;Chile;Nueva Zelanda;Fiyi
Duro;Ciencia y Naturaleza;¿Cuál de las siguientes NO es una palabra que se usa para describir un terremoto?;Deslizamiento descendente;Foreshock;Slip de strike;Temblor
Duro;Entretenimiento: Televisión;"¿Qué cadena PBS fue la primera en emitir ""Monty Python's Flying Circus"" (1969-1974) en Estados Unidos?";KERA (Dallas-Fort Worth);KLCS (Los Ángeles);WETA (Washington D.C.);WNET (Nueva York)
Duro;Entretenimiento: Televisión;"¿Cuál de los siguientes actores interpretó al Noveno Doctor en la serie británica de televisión ""Doctor Who""?";Christopher Eccleston;David Tennant;Matt Smith;Tom Baker
Duro;Entretenimiento: Videojuegos;"Durante el desarrollo de ""Super Mario World"", la silla dura de Yoshi era originalmente ¿cuál de estas opciones?";Una cáscara;Una diapositiva de gelatina;Un poffin;Un pico
Duro;Entretenimiento: Videojuegos;"En la saga Mario Kart, ¿qué juego introdujo la mecánica de ""Derrapar con el escudo""?";Mario Kart Arcade GP DX;Mario Kart: Doble Carrera;Mario Kart Super Circuito;Mario Kart DS
Duro;Historia;"El objetivo principal de la operación alemana ""Caso Azul"" durante la Segunda Guerra Mundial era originalmente capturar qué?";Cáucaso;Stalingrado;Crimea;Vorónezh
Duro;Entretenimiento: Videojuegos;"¿Qué monstruo en ""Monster Hunter Tri"" estaba causando terremotos en la aldea Moga?";Ceadeus;Alatreon;Rathalos;Lagiacrus
Duro;Entretenimiento: Dibujos animados y animaciones;¿Cuál es el nombre completo de Scooby Doo?;Scoobert Doo;Scooter Doo;Scooby Dooby Doo;Scoobity Doo
Duro;Entretenimiento: Videojuegos;¿Cuánta gente puedes reclutar en el juego Suikoden en una sola partida?;107;108;93;96
Duro;Animales;¿A qué familia científica pertenece el lobo hormiguero?;Hyaenidae;Canidae;Felidae;Eupleridae
Duro;Entretenimiento: Música;"¿Qué evento inspiró la canción ""Zombie"" de The Cranberries?";Los atentados de Warrington;Atentados del 11 de septiembre;El atentado en el Manchester Arena;Los atentados del 7 de julio
Duro;Historia;¿Cómo se llamó la operación ofensiva alemana en octubre de 1941 para tomar Moscú antes del invierno?;Operación Tifón;Operación Girasol;Operación Barbarroja;Azul de caja
Duro;Entretenimiento: Televisión;¿Cuál fue la fecha de emisión original del episodio piloto de My Little Pony: La amistad es mágica?;10 de octubre de 2010;6 de noviembre;2010;14 de abril
Duro;Deportes;¿Qué equipo venció Inglaterra en la fase de semifinales para ganar en la final del Mundial de 1966?;Portugal;Alemania Occidental;Unión Soviética;Brasil
Duro;Conocimientos generales;Nombrado por la flor malva, el malva es un tono de ¿qué?;Morado;Rojo;Brown;Rosa
Duro;Ciencia y Naturaleza;¿Qué gran evento de extinción fue causado por una colisión de asteroides y eliminó a la mayoría de los dinosaurios no avianos?;Cretácico-Paleógeno;Triásico-Jurásico;Pérmico-Triásico;Ordovícico–Silúrico
Duro;Entretenimiento: Videojuegos;"En el huevo de pascua de ""La niña perdida"" de Call of Duty: Black Ops II, ¿cuál es el último paso necesario para el logro?";Monta el escándalo;Libertad;Atraviesa a la Bestia Alada;Ascender desde la Oscuridad
Duro;Conocimientos generales;¿Cuál de los siguientes monarcas británicos nunca apareció en una moneda de libra esterlina en circulación?;Eduardo VIII;Victoria;Jorge VI;Carlos II
Duro;Vehículos;¿Cuál coche es el primer vehículo híbrido producido en masa?;Toyota Prius;Chevrolet Volt;Honda Fit;Peugeot 308 R HYbrid
Duro;Deportes;¿El Mazda 787B ganó las 24 Horas de Le Mans en qué año?;1991;1990;2000;1987
Duro;Política;¿Qué es el centralismo?;Concentración de poder y autoridad en una organización central.;Ajustándose a una única agenda política común.;Mantenerse políticamente neutral.;La zona gris en el espectro político de izquierda y derecha.
Duro;Entretenimiento: Música;"¿Cuál es el nombre artístico de la cantante neozelandesa Phillipa ""Pip"" Brown?";Ladyhawke;Lorde;Kesha;Anika Moa
Duro;Entretenimiento: Anime y Manga japonés;"¿Qué estudio de animación animó ""Psycho Pass""?";Producción I.G;Kyoto Animation;Eje;Disparador
Duro;Conocimientos generales;"La palabra ""astasia"" significa cuál de las siguientes cosas?";La incapacidad para levantarse;La incapacidad para tomar decisiones;La incapacidad de concentrarse en nada;Un deseo febril de arrancarse la ropa
Duro;Historia;¿Cuál de los siguientes no fue uno de los diez golpes de Joseph Stalin durante la Segunda Guerra Mundial?;Ofensiva del Vístula-Oder;Ofensiva de Crimea;Ofensiva Leningrado-Novgorod;Operación Bagration
Duro;Entretenimiento: Libros;En el universo de Magic: The Gathering, ¿la expansión Fallen Empires tiene lugar en qué continente?;Sarpadia;Otaria;Terisiare;Shiv
Duro;Ciencia y Naturaleza;Si plantaras las semillas de Quercus robur, ¿qué crecería?;Árboles;Flores;Verduras;Granos
Duro;Animales;¿A qué suborden científico pertenece la familia Hyaenidae?;Feliformia;Haplorhini;Caniformia;Ciconiiformes
Duro;Deportes;¿Qué herramienta da nombre a una ventaja final en un final en el curling?;Martillo;Llave inglesa;Drill;Destornillador
Duro;Entretenimiento: Música;¿La banda de heavy metal Black Sabbath es de qué ciudad inglesa procede?;Birmingham;Manchester;Londres;Newcastle-Upon-Tyne
Duro;Entretenimiento: Anime y Manga japonés;"En ""Hunter x Hunter"", ¿cuál de las siguientes NO es un tipo de aura de Nen?";Restauración;Emisión;Transmutación;Especialización
Duro;Geografía;Con qué país Francia comparte su mayor frontera terrestre;Brasil;Alemania;España;Canadá
Duro;Conocimientos generales;"¿Qué músico ha colaborado con el productor estadounidense Porter Robinson y ha lanzado la canción ""Shelter"" en 2016?";Madeon;Mat Zo;deadmau5;Zedd
Duro;Entretenimiento: Libros;"En Las mentiras de Locke Lamora, ¿qué significa ""Lamora"" en Throne Therin?";Shadow;Robo;Justicia;Caos
Duro;Ciencia y Naturaleza;¿Cuál de los siguientes es un músculo importante de la espalda?;Trapecio;Trapecio;Trapecio;Triquetrum
Duro;Entretenimiento: Videojuegos;¿Qué juego souls no fue dirigido por Hidetaka Miyazaki?;Dark Souls 2;Almas de demonio;Almas Oscuras;Dark Souls 3
Duro;Entretenimiento: Videojuegos;"En 2004, ¿qué persona(s) crearon ""Roblox""?";David Baszucki y Erik Cassel;Erik Cassel;Jonas Alto y Sarah Smith;James Kolein
Duro;Geografía;¿El montañoso paso de Khyber conecta cuál de los dos países siguientes?;Afganistán y Pakistán;India y Nepal;Pakistán e India;Tayikistán y Kirguistán
Duro;Ciencia: Informática;El científico informático holandés Mark Overmars es conocido por crear qué motor de desarrollo de videojuegos.;Game Maker;Stencyl;Constructo;Par 2D
Duro;Geografía;¿Cuál es el lago de agua dulce más grande del mundo?;Lago Superior;Mar Caspio;Lago Michigan;Lago Huron
Duro;Conocimientos generales;"¿Cuál es la palabra coreana romanizada para ""corazón""?";Simjang;Aejeong;Jeongsin;Segseu
Duro;Ciencia: Matemáticas;¿Cuántos zeptómetros hay dentro de un femtómetro?;1000000;10;1;0
Duro;Historia;Durante la Primera Guerra Mundial, ¿qué monarcas de nación eran parientes de sangre?;Inglaterra, Alemania, Rusia;Francia;Rusia;Alemania
Duro;Ciencia y Naturaleza;"La ""Teoría del Big Bang"" fue teorizada por un sacerdote sobre qué ideología religiosa?";Católico;Christian;Judío;Islámico
Duro;Conocimientos generales;"¿Cuál de las siguientes familias es una que ya existe en ""Los Sims""?";La familia gótica;La familia;La familia Simoleon;La familia Proud
Duro;Ciencia y Naturaleza;¿Cuál luna es el único satélite en nuestro sistema solar que posee una atmósfera densa?;Titan;Europa;Miranda;Callisto
Duro;Entretenimiento: Música;"En el álbum de Kendrick Lamar de 2012, ""Good Kid, M.A.A.D City"", la historia del álbum transcurre en qué ciudad?";Compton;Detroit;Nueva York;Baltimore
Duro;Entretenimiento: Videojuegos;"¿Cuántos ases pueden ser derribados a lo largo de todo ""Ace Combat Zero: The Belkan War""?";169;100;132;245
Duro;Conocimientos generales;¿La ciofobia es el miedo a qué?;Sombras;Alimentación;Luces brillantes;Transporte
Duro;Deportes;¿Cuántas veces ganó Martina Navratilova el campeonato individual de Wimbledon?;Nueve;Diez;Siete;Ocho
Duro;Historia;¿Cuándo fue nombrado Adolf Hitler canciller de Alemania?;12084;1 de septiembre;1939;27 de febrero
Duro;Entretenimiento: Juegos de mesa;En un tablero estándar de Monopoly, ¿cuánto tienes que pagar por Tennessee Ave?;180;200 dólares;160 $;220 $
Duro;Conocimientos generales;¿Qué tipo de perro es 'Handsome Dan', la mascota de la Universidad de Yale?;Bulldog;Yorkshire Terrier;Boxer;Carlino
Duro;Ciencia: Informática;¿Qué lenguaje de programación principal utiliza Unreal Engine 4?;C++;Asamblea;C#;ECMAScript
Duro;Geografía;¿Cuándo celebra Finlandia su día de la independencia?;6 de diciembre;2 de enero;12 de noviembre;8 de febrero
Duro;Entretenimiento: Cine;"¿Qué película de 1994 Roger Ebert odió famosamente, diciendo ""Odié odié odié odié esta película"".";Norte;3 Ninjas Contraatacan;El Papá Noel;Richie Rich
Duro;Entretenimiento: Videojuegos;Meryl Silverburgh, un personaje de videojuego de la saga Metal Gear, era originalmente un personaje en qué juego?;Policenauts;Gradius;Contra;Castlevania: Sinfonía de la Noche
Duro;Entretenimiento: Juegos de mesa;¿Cuál de estas ciudades NO aparece en el juego de mesa Pandemic?;Berlín;Ciudad Ho Chi Minh;Lagos;Karachi
Duro;Ciencia: Matemáticas;¿Cuál es el valor aproximado de la constante matemática e?;2,72;3.14;1.62;1.41
Duro;Geografía;"En 2012, el microestado de habla alemana ""Liechtenstein"" en Europa Central tenía una población de cuántos habitantes era la de cuántos habitantes?";36600;2;400;90
Duro;Política;¿Qué gran banco ha sido el colapso notable como una de las causas de la Crisis Financiera de 2008?;Lehman Brothers;HSBC;Barclays;Lloyds
Duro;Entretenimiento: Televisión;"¿Quién fue el ganador de la décima temporada de ""Big Brother""?";Dan Gheesling;Bryce Kranyik;Ryan Sutfin;Chris Mundorf
Duro;Historia;"¿Qué significaba la abreviatura ""RMS"" en el RMS Titanic en 1912?";Buque de Royal Mail;Servicio en la Majestad Real;Calendario marítimo regular;Sensor Maelstrom regulado
Duro;Entretenimiento: Cine;¿Cuál fue la contraseña del wifi que le dieron a Stephen Strange en Doctor Strange?;Shambala;Paz;Antiguos;Chakra
Duro;Entretenimiento: Juegos de mesa;En Magic: The Gathering, ¿qué término se estableció para bloquear en el set Portal?;Interceptación;Bloqueo;Resistir;Blindaje
Duro;Geografía;¿Cuál de las siguientes lenguas inuit fue la PRIMERA en usar un sistema de escritura único que no se basara en el alfabeto latino?;Inuktitut;Inuinnaqtun;Groenlandés;Inupiat
Duro;Entretenimiento: Videojuegos;En Minecraft, ¿qué actualización se hicieron apilables alimentos como el filete?;Beta 1.8;Alfa 1.2.0;Versión 1.12.1;Versión 1.7.2
Duro;Entretenimiento: Cómics;¿En qué actualización de Homestuck se lanzó Game Over?;25 de octubre de 2014;13 de abril;2009;8 de abril
Duro;Política;¿Qué nación se unió a la OTAN como su vigésimo noveno miembro en 2017?;Montenegro;Estonia;Andorra;Islandia
Duro;Entretenimiento: Televisión;En la serie 'Doctor Who', ¿cómo se llama el modelo cápsula del tiempo robado por 'el Doctor'?;TT Tipo 40, Mark 3 (TARDIS);TT Tipo 1;Mark 3 (TARDIS);TT Tipo 40
Duro;Entretenimiento: Videojuegos;"¿Cuál fue el primer mapa de ""Call Of Duty: Zombies"" dirigido por Jason Blundell?";La Turba de los Muertos;Enterrado;Orígenes;Luna
Duro;Entretenimiento: Videojuegos;¿Cuál de estos Pokémon de la Generación 1 NO tuvo una evolución en la Generación 4?;Jynx;Electabuzz;Magmar;Rhydon
Duro;Conocimientos generales;¿Cuántas semillas de manzana ingeridas harían falta para recibir una dosis mortal de cianuro?;200;20;2;0
Duro;Geografía;¿Cuál de estas NO es una provincia en China?;Yangtsé;Fujian;Sichuan;Guangdong
Duro;Historia;Tras la batalla de Marj Dabiq en 1516, el Imperio Otomano tomó el control de Jerusalén ¿de qué sultanato?;Mamelucos;Ayyubí;Omeyada;Selyúcida
Duro;Geografía;El prefijo Sino- (como en sino-americano) se usa para referirse a qué nacionalidad?;Chino;Japonés;Ruso;Indio
Duro;Entretenimiento: Videojuegos;"En ""Halo"", ¿cuál es el nombre del planeta que orbita la Instalación 04?";Umbral;Contenido;Sanghelios;Te
Duro;Ciencia y Naturaleza;¿Cuál es la unidad de inductancia eléctrica?;Henry;Weber;Coulomb;Mho
Duro;Entretenimiento: Cómics;En 1978, Superman se alió con qué celebridad para derrotar una invasión alienígena?;Muhammad Ali;Mike Tyson;Sylvester Stallone;Arnold Schwarzenegger
Duro;Conocimientos generales;"La palabra ""abulia"" significa cuál de las siguientes cosas?";La incapacidad para tomar decisiones;La incapacidad para levantarse;La incapacidad de concentrarse en nada;Un deseo febril de arrancarse la ropa
Duro;Entretenimiento: Música;¿Una Caixa Malacacheta es qué tipo de instrumento musical se usa comúnmente en la música latinoamericana?;Caja;Campana de vaca;Bombo;Maraca
Duro;Ciencia: Informática;¿Cuáles de las siguientes tipologías físicas se utilizan con las redes Ethernet?;Star;Ring;Malla;Hex
Duro;Ciencia y Naturaleza;¿Qué horizonte en un perfil de suelo consiste en roca madre?;R;O;B;D
Duro;Entretenimiento: Música;"¿Quién canta la canción de rap ""Secret Wars Part 1""?";El último emperador;MC Frontalot;Conductor de autobús;Masta Killa
Duro;Entretenimiento: Música;¿Cuál es el nombre del mixtape de 2016 lanzado por el productor electrónico venezolano Arca?;Entrañas;&&&&&&;Ovejas;Xen
Duro;Entretenimiento: Videojuegos;"Según una entrevista con el director del juego ""Super Mario Land 2"", Hiroji Kiyotake, ¿cuál es la comida favorita de Wario?";Crepes;Pizza;Ajo;Queso
Duro;Entretenimiento: Videojuegos;"¿Qué juego de la serie ""Halo"" tiene la iteración más potente de la escopeta?";Halo: Combate Evolucionado;Halo 2;Halo 3;Halo: Alcance
Duro;Política;¿Cuál de los siguientes senadores de Estados Unidos es conocido por realizar un filibusterismo de 24 horas?;Strom Thurmond;Roy Blunt;John Barrasso;Chuck Schumer
Duro;Entretenimiento: Juegos de mesa;¿Qué Pokémon es el #39 en la Pokédex Nacional?;Jigglypuff;Pikachu;Psyduck;Fearow
Duro;Historia;¿En qué país tuvo lugar la Rebelión de Eureka, una batalla de 1856 contra el dominio colonial?;Australia;India;Canadá;Brasil
Duro;Ciencia: Informática;El dominio de internet .fm es el dominio de primer nivel con código de país para qué nación insular del Océano Pacífico?;Micronesia;Fiyi;Tuvalu;Islas Marshall
Duro;Arte;¿El pintor Piet Mondrian (1872 - 1944) formó parte de qué movimiento?;Neoplasticismo;Precisionismo;Cubismo;Impresionismo
Duro;Geografía;¿Cuál era el nombre original de Ciudad Ho Chi Minh?;Saigón;Hanói;Dar Es Salaam;Angkor Wat
Duro;Entretenimiento: Videojuegos;En Halo 2, ¿cuántas balas contiene el M6C en un solo cargador?;12;6;36;18
Duro;Geografía;¿Cuál de estas NO es una ciudad en la India?;Islamabad;Hyderabad;Ahmedabad;Ghaziabad
Duro;Ciencia y Naturaleza;¿Cuántos protones hay en un átomo de osígeno?;Ocho;Cuatro;Dos;Seis
Duro;Conocimientos generales;"En el MMO RPG ""Realm of the Mad God"", ¿qué mazmorra se considera ampliamente la más difícil?";Los Rompidores;Foso de Serpientes;La tumba de los antiguos;El Teatro del Titiritero
Duro;Entretenimiento: Cine;"¿Cómo se llama el asesino en la primera película de ""Hellboy""?";Karl Ruprecht Kroenen;Klaus Werner von Krupt;Grigori Efimovich Rasputín;Ilsa Haupstein
Duro;Ciencia: Informática;¿La arquitectura Harvard para microcontroladores añadió qué bus adicional?;Instrucción;Dirección;Datos;Control
Duro;Animales;"¿Qué especie es una ""gallina de montaña""?";Rana;Pollo;Caballo;Fly
Duro;Entretenimiento: Videojuegos;En la Pokédex Nacional, ¿qué número es Porygon-Z?;474;376;432;589
Duro;Historia;¿Cómo se llama el Boeing B-29 que lanzó la bomba atómica 'Little Boy' sobre Hiroshima?;Enola Gay;Mal necesario;El Gran Artista;Full House
Duro;Entretenimiento: Videojuegos;En el juego Danganronpa: Happy Trigger Havoc, ¿cuál es la habilidad definitiva del personaje Aoi Asahina?;Nadador Definitivo;Detective Definitivo;Jugador Supremo;Bailarín Definitivo
Duro;Historia;¿Cuál de estas posiciones no ocupó el astrónomo y físico Isaac Newton?;Topógrafo de la City de Londres;Profesor de Matemáticas;Guardián de la Casa de la Moneda Real;Miembro del Parlamento
Duro;Historia;¿Qué batalla naval se consideró el punto de inflexión del Teatro del Océano Pacífico durante la Segunda Guerra Mundial?;Batalla de Midway;Ataque a la isla de Truk;Ataque a Pearl Harbor;Batalla del Mar del Coral
Duro;Entretenimiento: Videojuegos;"En ""The Witness"", ¿cuántos láseres deben activarse para entrar en la zona montañosa?";7;8;5;12
Duro;Entretenimiento: Televisión;"¿Cuál de estas voces no fue una elección para la IA de House en el corto de ""La casa del árbol de terror de Los Simpson"", House of Whacks?";George Clooney;Matthew Perry;Dennis Miller;Pierce Brosnan
Duro;Mitología;¿Cuál fue el castigo por la astucia de Sísimo?;Maldito a rodar una roca colina arriba por la eternidad.;Atado a una roca por la eternidad;que los pájaros picoteen.;De pie en un lago lleno de agua que no podía beber.
Duro;Conocimientos generales;La popularidad del productor de música electrónica Kygo se disparó tras cierto remix. ¿Qué canción remezcló?;Ed Sheeran - Veo fuego;Marvin Gaye - Sanación sexual;Coldplay - Medianoche;a-ja - Toma Conmigo
Duro;Historia;¿Quién fue el primer hombre en viajar dos veces al espacio exterior?;Gus Grissom;Vladimir Komarov;Charles Conrad;Yuri Gagarin
Duro;Ciencia y Naturaleza;¿Cuál de estos compuestos químicos NO se encuentra en el ácido gástrico?;Ácido sulfúrico;Ácido clorhídrico;Cloruro de potasio;Cloruro de sodio
Duro;Entretenimiento: Videojuegos;"""Banjo-Kazooie"" comenzó su desarrollo originalmente como un juego totalmente diferente para la SNES, ¿bajo qué nombre en clave?";Proyecto Sueño;Proyecto Ukelele;Proyecto Land;Proyecto BK
Duro;Ciencia: Matemáticas;¿El número decimal 31 en hexadecimal sería cuánto?;1F;3D;2E;1B
Duro;Entretenimiento: Cine;"¿Cuál es la especie del ""Depredador"" en la película ""Depredador"" de 1987?";Yautja;Xenomorfo;Pretoriano;Phocrex
Duro;Geografía;¿En qué país se encuentra Tallin?;Estonia;Finlandia;Suecia;Polonia
Duro;Entretenimiento: Libros;En el universo de Magic: The Gathering, ¿en qué plano transcurre la expansión Homelands?;Ulgrotha;Bant;Llanowar;Tazeem
Duro;Entretenimiento: Música;"""All the Boys"" de Panic! ¿At the Disco se publicó como pista extra en qué álbum?";¡Demasiado raro para vivir, demasiado raro para morir!;Una fiebre que no puedes sudar;Muerte de un soltero;Vicios y virtudes
Duro;Entretenimiento: Cine;"¿Cómo se llamaba el planeta en ""Aliens""?";LV-426;Base de la Corporación Weyland Yutani;FR-838;DI-621
Duro;Entretenimiento: Cine;"¿En qué año se estrena Jurassic World en el universo de ""Jurassic Park""?";2005;2007;2015;2020
Duro;Entretenimiento: Musicales y teatros;¿Cuál de estas obras se representó por primera vez póstumamente después de que el dramaturgo se suicidara?;4.48 Psicosis;Hamilton;Mucho ruido por nada;La fiesta de cumpleaños
Duro;Conocimientos generales;La Mansión Encantada de Disney alberga a un trío de fantasmas autoestopistas. ¿Cuál de estos NO es uno de ellos?;Harry;Gus;Phineas;Ezra
Duro;Entretenimiento: Cine;"En 2012, ¿qué película ganó todas las categorías en la 32ª edición de los ""Golden Raspberry Awards""?";Jack y Jill;La chica del tatuaje de dragón;Thor;El discurso del rey
Duro;Geografía;¿Cuál de estas NO es una placa tectónica real?;Placa Atlántica;Placa de Norteamérica;Placa Euroasiática;Placa de Nazca
Duro;Entretenimiento: Anime y Manga japonés;¿Quién fue el autor del manga Uzumaki?;Junji Ito;\tNoboru Takahashi;Akira Toriyama;Masashi Kishimoto
Duro;Entretenimiento: Videojuegos;"El mapa que aparece en Arma 3 llamado ""Altis"" está basado en ¿qué isla griega?";Lemnos;Ítaca;Naxos;Anafi
Duro;Entretenimiento: Cómics;En la serie Homestuck Series, ¿cuál es el nombre alternativo del Reino de las Luces?;Prospit;Sin nombre;Ciudad Dorada;Luna Amarilla
Duro;Entretenimiento: Cómics;"¿En qué año salió el primer cómic de ""The Walking Dead""?";2003;2001;2006;1999
Duro;Entretenimiento: Musicales y teatros;"¿Qué actor NO ha interpretado a Billy Flynn en el musical ""Chicago""?";Christopher Walken;David Hasselhoff;Jerry Springer;Patrick Swayze
Duro;Entretenimiento: Cómics;¿Cuáles son las Tres Virtudes de Bionicle?;Unidad, Deber, Destino;Construcción;Juego;Cambio
Duro;Animales;¿Qué tipo de criatura es un bonobo?;Ape;León;Loro;Wildcat
Duro;Entretenimiento: Dibujos animados y animaciones;"¿De qué pueblo se llamaba originalmente ""Springfield"" de ""Los Simpson""?";Springfield, Oregón;Springfield;Misuri;Springfield
Duro;Entretenimiento: Anime y Manga japonés;"En ""Highschool of the Dead"", ¿dónde se establecieron Komuro y Saeko para encontrarse tras la explosión del autobús?";Comisaría de Policía del Este;El Centro Comercial;Casa de Komuro;En el Puente Principal
Duro;Entretenimiento: Videojuegos;"En la franquicia ""Devil May Cry"", ¿cuál juego es el primero cronológicamente?";Devil May Cry 3: El despertar de Dante;Devil May Cry 4;El grito del diablo;Devil May Cry 2
Duro;Arte;¿De qué nacionalidad era el famoso artista Pablo Picasso?;Español;Francés;Italiano;Alemán
Duro;Entretenimiento: Videojuegos;En Left 4 Dead, ¿cuál es el apellido del personaje Bill?;Overbeck;Peces;Roberts;Stevenson
Duro;Entretenimiento: Videojuegos;En la serie Pokémon, ¿cuál es la habilidad oculta de Palkia?;Telepatía;Presión;Burbuja de agua;Hidratación
Duro;Entretenimiento: Videojuegos;"En el juego ""Los Sims"", ¿cuántos Simoleones tiene cada familia?";20000;10;0;15
Duro;Ciencia: Informática;"¿Quién inventó el ""Protocolo del Árbol Expansivo""?";Radia Perlman;Paul Vixie;Vint Cerf;Michael Roberts
Duro;Entretenimiento: Videojuegos;¿Cuál fue la primera aparición del personaje del Proyecto Touhou como jefe intermedio en el octavo juego, Noche Imperecedera?;Tewi Inaba;Mystia Lorelei;Kaguya Houraisan;Rumia
Duro;Entretenimiento: Videojuegos;En la serie Super Mario Bros., ¿cuál es el nombre científico de Yoshi?;T. Yoshisaurio Munchakoopas;Yoshi;T. Yoshisotop Munchakoopas;Yossy
Duro;Animales;A diferencia de la mayoría de salamandras, ¿esta parte de un tritón es plana?;Cola;Cabeza;Dientes;Pies
Duro;Geografía;¿Cuál es el país más pequeño del mundo por población?;Ciudad del Vaticano;Nauru;Islas Marshall;Lichtenstein
Duro;Vehículos;¿Qué motor tiene el Lexus SC400?;1UZ-FE;2JZ-GTE;7M-GTE;5M-GE
Duro;Entretenimiento: Videojuegos;"En ""Call Of Duty: Zombies"", ¿qué arma NO hace ningún daño?";31-79 JGb215;Deslizador;V-R11;Wunderwaffe DG-2
Duro;Vehículos;"¿Qué tipo de tren era Stepney, un tren en el Bluebell Railway notable por su aparición en ""The Railway Series""?";LB&SCR A1X;LB&SCR E2;LB&SCR J1;LB&SCR D1
Duro;Historia;"¿Cuál fue el objetivo de la ""Revolución Paraguas"" en Hong Kong en 2014?";Sufragio universal genuino;Obtención de la independencia;Volver bajo dominio británico;Impuestos más bajos
Duro;Geografía;¿Cuál de estas ciudades NO está en Inglaterra?;Edimburgo;Oxford;Manchester;Southampton
Duro;Conocimientos generales;En lingüística, ¿cuál de las siguientes no es una de las Máximas Griceanas bajo el Principio Cooperativo?;Longitud;Calidad;Relación;Modalidad
Duro;Ciencia y Naturaleza;En la escala de Scoville, ¿cuál es el químico más caliente?;Resiniferoritoxina;Capsaicina;Dihidrocapsaicina;Tinyatoxina
Duro;Geografía;¿En qué cuenca desemboca el río Jordan?;Mar Muerto;Mar de Aral;Mar Caspio;Mar de Salton
Duro;Entretenimiento: Videojuegos;"En ""Sonic the Hedgehog 3"" para Sega Genesis, ¿cuál es el color de la segunda Esmeralda del Caos que puedes conseguir en las Fases Especiales?";Naranja;Azul;Verde;Magenta
Duro;Conocimientos generales;¿Cómo se estableció originalmente Bank of America?;Banco de Italia;Banco de Long Island;Banco de Pensilvania;Banco de Charlotte
Duro;Historia;¿Cuál era el verdadero nombre del líder nacional albanés Skanderbeg?;Gjergj Kastrioti;Diturak Zhulati;Iskander Bejko;Mirash Krasniki
Duro;Geografía;¿Cuál es la zona de la Ciudad del Vaticano?;0,44 km^2;0,10 km^2;0,86 km^2;12,00 km^2
