Dificultad;Categoría;Pregunta;Respuesta Correcta;Incorrecta 1;Incorrecta 2;Incorrecta 3
Medio;Historia;¿En qué día invadió Alemania Polonia?;14489;7 de diciembre;1941;22 de junio
Medio;Ciencia y Naturaleza;En la tabla periódica de elementos, ¿cuál es el símbolo de Estaño?;Sn;Ti;Ni;No
Medio;Entretenimiento: Videojuegos;Sin encantamientos, qué pico en minas de Minecraft bloquea más rápido.;Oro;Diamante;Hierro;Obsidiana
Medio;Conocimientos generales;¿Cuáles son los tres Pokémon iniciales disponibles en Pokémon Negro y Blanco?;Snivy, Tepig, Oshawott;Snivy;Fennekin;Froakie
Medio;Animales;"¿Qué significa ""hipopótamo"" y en qué idioma?";Caballo del río (griego);Caballo del río (latín);Cerdo Gordo (griego);Cerdo Gordo (latín)
Medio;Entretenimiento: Televisión;"En ""Star Trek"", ¿cuál es la primera regla de adquisición de los ferengies?";Una vez que tienes su dinero, nunca lo devuelves.;Nunca pongas la amistad por encima del beneficio;La codicia es eterna;Nunca permitas que la familia se interponga en el camino de las oportunidades
Medio;Entretenimiento: Videojuegos;En Minecraft, ¿qué tipos de archivos de sonido se requieren para que los SFX personalizados funcionen en los paquetes de recursos?;.ogg;.wav;.mp3;.clase
Medio;Entretenimiento: Televisión;¿Qué escritor británico escribió tanto para Doctor Who como para Sherlock?;Steven Moffatt;Phil Ford;Russell T Davies;Toby Whithouse
Medio;Ciencia: Gadgets;"¿Qué es el ""Mitsubishi Wakamaru""?";Un robot;Una camioneta;Una motocicleta;Una lancha a motor
Medio;Entretenimiento: Anime y Manga japonés;¿De qué color de pelo tiene el personaje principal de la Yu-Gi-Oh! ¿Tienen las series de anime originales?;Rojo, negro y amarillo;Rojo;amarillo y verde;Rojo
Medio;Geografía;¿Montreal es en qué provincia canadiense?;Quebec;Ontario;Nueva Escocia;Alberta
Medio;Animales;¿Cuál es el término común para la encefalopatía espongiforme bovina (EEB)?;Enfermedad de las vacas locas;Enfermedad de Weil;Fiebre de la leche;Fiebre aftosa
Medio;Entretenimiento: Videojuegos;"La mascota original del popular juego de Nintendo, ""Splatoon"", iba a ser...";Mario;Inklings;Octolings;Zelda
Medio;Geografía;¿Qué país europeo no forma parte de la UE?;Noruega;Lituania;Irlanda;Chequia
Medio;Conocimientos generales;"La expresión ""accidente a punto de ocurrir"" es un ejemplo de qué tipo de figura retórica es.";Modismo;Símil;Metáfora;Analogía
Medio;Entretenimiento: Dibujos animados y animaciones;En la serie animada RWBY, ¿cuál es el nombre del arma que usa Weiss Schnee?;Myrtenaster;Sudario de Gambol;Rosa Media Luna;Ember Celica
Medio;Entretenimiento: Videojuegos;¿Quién compuso la banda sonora del juego VVVVVV?;Magnus Pålsson;Terry Cavanagh;Danny Baranowsky;Joel Zimmerman
Medio;Historia;Cuando Cristóbal Colón navegó hacia América, ¿cuál fue la primera región a la que llegó?;El archipiélago de las Bahamas;Florida;Istmo de Panamá;Nicaragua
Medio;Entretenimiento: Videojuegos;Esta arma en Counter-Strike: Global Offensive no existe en la vida real.;M4A4;AWP;M4A1;MP9
Medio;Entretenimiento: Videojuegos;¿Cuál de estos no es un protagonista de Fallout?;Serpiente del Túnel;Mensajero;Vagabundo solitario;Habitante de la Bóveda
Medio;Geografía;¿Bridgetown es la capital de qué país insular en el Caribe?;Barbados;Cuba;Jamaica;Dominica
Medio;Entretenimiento: Videojuegos;"¿Cómo se llama la hija de Joel en el juego ""The Last of Us""?";Sarah;Ellie;Tess;Marlene
Medio;Política;¿Quién fue elegido líder del Partido Laborista del Reino Unido en septiembre de 2015?;Jeremy Corbyn;Ed Miliband;David Cameron;Theresa May
Medio;Historia;El Sistema de Defensa Estratégica de Estados Unidos durante la Guerra Fría fue apodado en honor a esta famosa película.;Guerra de las galaxias;Jaws;Blade Runner;Alien
Medio;Entretenimiento: Videojuegos;"En ""Call Of Duty: Zombies"", ¿cómo se llama el perro de Samantha Maxis?";Esponjoso;Baxter;Fido;Henry
Medio;Celebridades;¿Cuál se considera generalmente la fecha de nacimiento de William Shakespeare?;23 de abril de 1564;4 de julio;1409;29 de septiembre
Medio;Entretenimiento: Anime y Manga japonés;"En la serie ""To Love-Ru"", ¿cuántas armas trans se crearon?";3;1;2;4
Medio;Entretenimiento: Anime y Manga japonés;"En ""Highschool DxD"", ¿cómo se llama el objeto con el que nacen algunos humanos?";Sacred Gear;Brazo Imperial;Reliquia Sagrada;Artefacto Bendecido
Medio;Historia;¿Cuál de las siguientes batallas se considera a menudo como el inicio de la caída del Imperio Romano de Occidente?;Batalla de Adrianópolis;Batalla de Tesalónica;Batalla de Pollentia;Batalla de Constantinopla
Medio;Entretenimiento: Videojuegos;¿Cuál es el nombre canónico del protagonista de Persona 4?;Yu Narukami;Minato Arisato;Soji Seta;Nagito Komaeda
Medio;Entretenimiento: Música;¿Quién es el cantante de Fall Out Boy?;Patrick Stump;Brendon Urie;Pete Wentz;Gary Lee Weinrib
Medio;Entretenimiento: Videojuegos;¿Cuál de las siguientes unidades terranas del juego de estrategia en tiempo real Starcraft fue introducida por primera vez en la expansión Brood War?;Médico;Wraith;Nave de Ciencia;SCV
Medio;Geografía;¿Cuál de estos archipiélagos NO forma parte del Reino Unido?;Las Islas del Canal;Islas Orcadas;Islas de Sorlingas;Islas Shetland
Medio;Entretenimiento: Videojuegos;¿Cuál es la primera consola de videojuegos del mundo?;Magnavox Odyssey;Coleco Telstar;Juego de Nintendo Color TV;Atari 2600
Medio;Entretenimiento: Videojuegos;"¿Cuál de los siguientes personajes NO es jugable en ""Resident Evil 6""?";Jill Valentine;Chris Redfield;Sherry Birkin;Helena Harper
Medio;Entretenimiento: Cine;"¿Qué actor interpreta al personaje ""Tommy Jarvis"" en ""Viernes 13: El capítulo final"" (1984)?";Corey Feldman;Macaulay Culkin;Mel Gibson;Mark Hamill
Medio;Arte;¿Qué escultor griego diseñó la estatua de Atenea Partenos dentro del Partenón?;Fidias;Scopas;Hesíodo;Praxiteles
Medio;Vehículos;¿Cuál de los siguientes países ha prohibido oficialmente el uso civil de cámaras de salpicadero en los coches?;Austria;Estados Unidos;Chequia;Corea del Sur
Medio;Historia;En la Primera Guerra Mundial, ¿cómo se llamaba la alianza entre Alemania, Austria-Hungría, el Imperio Otomano y Bulgaria?;Las Potencias Centrales;Las Potencias del Eje;La Federación de Imperios;Alianza Autoritaria
Medio;Conocimientos generales;"¿Cuál de estas palabras significa ""espectador ocioso""?";Gongoozler;Gossypiboma;Jentacular;Meupareunia
Medio;Entretenimiento: Anime y Manga japonés;En JoJo's Bizarre Adventure, ¿qué personaje es capaz de acelerar el tiempo?;Enrico Pucci;Jotaro Kujo;Jolyne Cujoh;Kujo Jotaro
Medio;Entretenimiento: Música;"¿Qué banda publicó canciones como ""Electric Feel"", ""Kids"" y ""Time to Pretend""?";MGMT;Foso de la Pasión;Phoenix;Francisco Fernando
Medio;Entretenimiento: Musicales y teatros;"¿El musical ""Dirty Rotten Scoundrels"" está ambientado en qué país?";Francia;EE. UU.;Alemania;Suecia
Medio;Entretenimiento: Videojuegos;¿Qué futbolista aparece en la portada de FIFA 18 de EA Sport?;Cristiano Ronaldo;Lionel Messi;Neymar;Harry Kane
Medio;Ciencia y Naturaleza;¿A qué profundidad deberías hacer una parada de descompresión, o parada de seguridad, en una inmersión típica de buceo?;15 pies / 5 metros;25 pies / 7,5 metros;50 pies / 15 metros;75 pies / 23 metros
Medio;Entretenimiento: Libros;¿Qué serie de libros publicada por Jim Butcher sigue a un mago en el Chicago actual?;Los Archivos Dresden;Un sombrero en el tiempo;Las Agujas de Ceniza;Mi vida como mago adolescente
Medio;Geografía;¿Cómo se conocía anteriormente la nación africana de Zimbabue?;Rodesia;Zambia;Mozambique;Bulawayo
Medio;Ciencia y Naturaleza;¿Cuántos lóbulos tiene el pulmón derecho humano?;3;4;2;1
Medio;Entretenimiento: Anime y Manga japonés;"¿Cómo se llama el villano final en la serie manga ""Bleach""?";Yhwach;Juha Bach;Yuhabah;Juhabach
Medio;Entretenimiento: Televisión;En el universo de Doctor Who, ¿cuántas veces puede regenerarse normalmente un Señor del Tiempo?;12;11;13;15
Medio;Arte;"¿Qué compás se conoce comúnmente como ""Tiempo de Corte""?";46055;04-abr;06-ago;03-abr
Medio;Entretenimiento: Videojuegos;"En Call of Duty: Modern Warfare 2, ¿cuántas bajas consecutivas se necesitan para conseguir la racha de bajas ""Nuclear Táctica""?";25;20;30;35
Medio;Entretenimiento: Videojuegos;En Minecraft, ¿cuál de estos ingredientes se necesita para preparar una Poción de Respiración Acuática?;Pez globo;Saco de tinta;Calabaza;Caña de pescar
Medio;Entretenimiento: Anime y Manga japonés;¿Qué estudio animó el Club de Anfitriones del Instituto Ouran?;Bones;Producción I.G;Kyoto Animation;xebec
Medio;Mitología;En la mitología griega, Perséfone debe volver al inframundo porque había comido qué tipo de semillas.;Granada;Girasol;Naranja;Higo
Medio;Entretenimiento: Musicales y teatros;En la versión musical de la guerra de los mundos de Jeff Wayne, las probabilidades de que algo venga de Marte son...;Un millón a uno;Mil millones a uno;Un billón a uno;Cien a uno
Medio;Política;"La película de 2014 ""The Raid 2: Berandal"" se rodó principalmente en qué país asiático?";Indonesia;Tailandia;Brunéi;Malasia
Medio;Entretenimiento: Videojuegos;¿Cuál de estos juegos NO fue un título de lanzamiento para Nintendo Switch en Estados Unidos?;Voez;Just Dance 2017;Clips de cortadores;RMX rápido
Medio;Ciencia y Naturaleza;¿Qué transbordador espacial de la NASA se desintegró durante la reentrada atmosférica el 1 de febrero de 2003?;Columbia;Challenger;Descubrimiento;Endeavour
Medio;Historia;¿Cómo se llama la serie de enfrentamientos entre el Reino Unido e Islandia por los derechos de pesca en el Atlántico Norte?;Las Guerras del Bacalao;Las Guerras de la Langosta;Las Guerras del Halibut;Las Guerras de la Caballa
Medio;Entretenimiento: Cine;"¿Cuál es el nombre del personaje de James Dean en la película de 1955 ""Rebelde sin causa""?";Jim Stark;Ned Stark;Jim Kane;Frank Stark
Medio;Entretenimiento: Cine;"¿En qué año se estrenó la película ""Police Academy""?";1984;1986;1985;1983
Medio;Entretenimiento: Cine;"En la película ""Regreso al futuro"", ¿a qué velocidad necesita alcanzar el DeLorean de Doc Brown para viajar en el tiempo?";88 mph;77 mph;100 mph;70 mph
Medio;Entretenimiento: Televisión;¿Por qué vende Bart su alma en el episodio de Los Simpson 'Bart vende su alma'?;5;Una copia de Bonestorm 2;100 dólares;Un Gobstopper Gigante
Medio;Entretenimiento: Videojuegos;"En la saga de juegos ""The Legend of Zelda"", ¿cuál fue el primer juego en 3D?";Ocarina del Tiempo;La Máscara de Majora;Un vínculo con el pasado;El Despertador del Viento
Medio;Entretenimiento: Videojuegos;"En el mapa ""Call Of Duty: Zombies"" ""Der Riese"", ¿cómo se llama el ""PPSH-41 Pack-A-Punched""?";El Segador;Lamentación;La Parca;El Eviscerador
Medio;Entretenimiento: Música;¿Cuál de estos artistas NO era miembro del supergrupo de música electrónica Swedish House Mafia, que se disolvió en 2013?;Alesso;Steve Angello;Sebastian Ingrosso;Axwell
Medio;Ciencia: Informática;¿En qué día se conectó la World Wide Web?;33227;17 de diciembre;1996;12 de noviembre
Medio;Entretenimiento: Videojuegos;"¿Sean Bean pone voz al personaje de ""Martin Septim"" en qué juego de Elder Scrolls?";The Elder Scrolls IV: Oblivion;The Elder Scrolls V: Skyrim;The Elder Scrolls III: Morrowind;Los Elder Scrolls Online
Medio;Entretenimiento: Videojuegos;¿Por qué solo se produjeron 300.000 copias de Uniracer?;DMA Designs fue demandada por Pixar, impidiendo que se produjeran más copias;Hubo un desacuerdo entre DMA Designs y Nintendo;No vendió bien debido a malas puntuaciones en las críticas;No hay información pública disponible
Medio;Entretenimiento: Televisión;¿Quién fue el ganador del WWE Royal Rumble 2016?;Triple H;Reinados romanos;AJ Styles;Decano Ambrose
Medio;Ciencia y Naturaleza;¿Cuál de estos elementos de la tabla periódica es un gas noble?;Neón;Potasio;Yodo;Colbalt
Medio;Historia;¿En qué año terminó la Guerra de Vietnam?;1975;1978;1967;1969
Medio;Conocimientos generales;El arquitecto conocido como Le Corbusier fue una figura importante en qué estilo arquitectónico fue importante.;Modernismo;Neoclásico;Barroco;Renacimiento Gótico
Medio;Entretenimiento: Anime y Manga japonés;El protagonista principal de la cuarta parte de JoJo's Bizarre Adventure es cuál de los siguientes?;Josuke Higashikata;Yoshikage Kira;Koichi Hirose;Joey JoJo
Medio;Ciencia: Informática;¿Cuál es la CPU principal de la Sega Mega Drive / Sega Genesis?;Motorola 68000;Zilog Z80;Yamaha YM2612;Intel 8088
Medio;Conocimientos generales;¿Rolex es una empresa que se especializa en qué tipo de producto?;Relojes;Coches;Ordenadores;Equipamiento deportivo
Medio;Entretenimiento: Televisión;"Dee de ""It's Always Sunny in Philadelphia"" ha salido con todos los siguientes chicos EXCEPTO";"Matthew ""Grillo Tambaleante"" Mara";Colin el Ladrón;Ben el Soldado;Kevin Gallagher, también conocido como Lil' Kevin
Medio;Historia;¿Cuál de los siguientes pueblos antiguos del Cercano Oriente sigue existiendo como grupo étnico moderno?;Asirios;Babilonios;Hititas;Elamitas
Medio;Entretenimiento: Videojuegos;"¿Cuándo se fundó la editorial de videojuegos ""Ubisoft""?";31472;Abril de 1990;Junio de 2001;Agosto de 1956
Medio;Historia;¿Qué rey murió en la batalla de Bosworth Field en 1485?;Ricardo III;Eduardo V;Enrique VII;Jacobo I
Medio;Geografía;¿Cuál es el nombre del único Gran Ducado que queda en el mundo?;Luxemburgo;Montenegro;Liechtenstein;Andorra
Medio;Entretenimiento: Anime y Manga japonés;¿Cuál de las siguientes películas NO fue dirigida por Hayao Miyazaki?;Niños Lobo;Princesa Mononoke;El viaje de Chihiro;El servicio de entrega de Kiki
Medio;Entretenimiento: Videojuegos;¿Cuántas clases hay en Team Fortress 2?;9;10;8;7
Medio;Entretenimiento: Cine;¿Qué película de 1958 protagonizaron Kirk Douglas y Tony Curtis como los medios hermanos Einar y Eric?;Los vikingos;Los barcos largos;Príncipe Valiente;Espartaco
Medio;Conocimientos generales;¿En qué mes se celebra el Mes de la Historia Negra en Estados Unidos?;Febrero;Mayo;Noviembre;Agosto
Medio;Entretenimiento: Videojuegos;¿Quién pone voz a la infame IA de la Estación Citadel conocida como S.H.O.D.A.N, en los juegos System Shock?;Terri Brosius;Jennifer Hale;Jenn Taylor;Lori Alan
Medio;Entretenimiento: Música;¿Cuál de estas mujeres no es miembro del grupo femenino coreano TWICE TWICE?;Kang Seulgi;Myoui Mina;Kim Dahyun;Hirai Momo
Medio;Geografía;¿Cuál es la forma correcta de escribir la capital de Hungría?;Budapest;Boodapesto;Butapest;Budapast
Medio;Entretenimiento: Videojuegos;En Left 4 Dead, ¿cuál es el nombre del virus, según la CEDA, que hace que la mayoría de los humanos se conviertan en Infectados?;Gripe Verde;Fiebre Amarilla;T-Virus;Frunbuesas Snifles
Medio;Entretenimiento: Videojuegos;"En ""Call Of Duty: Zombies"", ¿qué mapa introdujo la ventaja ""PhD Flopper""?";Ascensión;Luna;La Llamada de los Muertos;Die Rise
Medio;Celebridades;¿Cuántos años tenía Muhammad Ali cuando murió?;74;61;Sigue vivo;56
Medio;Geografía;¿Cómo se llama la masa terrestre de la Turquía actual?;Anatolia;Ismuth de Ottoma;Ottoma;Ismuth de Anatolia
Medio;Entretenimiento: Videojuegos;"¿Cuál fue la primera actualización de ""Team Fortress 2"" que incluyó una guerra?";Actualización de francotirador vs. espía;¡GUERRA! Actualización;Actualización de Conoce tu Partido;Actualización de Spy vs. Engineer
Medio;Entretenimiento: Videojuegos;"¿En qué motor funcionaba el ""Half-Life"" original?";GoldSrc;Fuente;Terremoto;Increíble
Medio;Entretenimiento: Música;"¿Cuándo lanzaron The Beatles el LP ""Please Please Me""?";1963;1970;1960;1969
Medio;Entretenimiento: Videojuegos;"¿Por cuántos minutos llegas tarde al trabajo en ""Half-Life""?";30;5;60;15
Medio;Entretenimiento: Cine;"¿Qué personaje icónico aparece en películas como ""El Ejecutor"", ""Impacto repentino"" y ""La piscina de los muertos""?";Harry el Sucio;Indiana Jones;James Bond;Harry Potter
Medio;Entretenimiento: Cine;¿Cuál de estas películas se rodó íntegramente en una sola toma?;Arca rusa;Búsqueda de Buena Voluntad;Birdman;La lista de Schindler
Medio;Conocimientos generales;¿De dónde proviene el agua de Polonia Botellas de agua de manantial?;Maine, Estados Unidos;Hesse;Alemania;Masovia
Medio;Geografía;¿El distrito japonés de Akihabara también es conocido por qué apodo?;Ciudad Eléctrica;Río Moon Walk;Otaku Central;Ojos Grandes
Medio;Entretenimiento: Anime y Manga japonés;El protagonista principal de la quinta parte de JoJo's Bizarre Adventure es cuál de las siguientes?;Giorno Giovanna;Guido Mista;Jonathan Joestar;Joey JoJo
Medio;Entretenimiento: Televisión;¿En qué comedia aparece la película ficticia 'Rochelle, Rochelle'?;Seinfeld;Frasier;¡Salud;Amigos
Medio;Entretenimiento: Libros;"¿Quién escribió la novela de terror de 1967 ""El bebé de Rosemary""?";Ira Levin;Stephen King;Robert Bloch;Mary Shelley
Medio;Mitología;Los maoríes sostienen que ¿qué nación insular fue fundada por Kupe, que la descubrió bajo una larga nube blanca?;Nueva Zelanda;Vanuatu;Fiyi;Hawái
Medio;Vehículos;¿Cuál de los siguientes NO es un fabricante de automóviles ruso?;BYD;Silant;Dragon;GAZ
Medio;Entretenimiento: Música;Saul Hudson (Slash), de la banda Guns N' Roses, es conocido por tocar qué tipo de guitarra.;Les Paul Standard;Fender Stratocaster;LsL Mestizo;Gretsch Falcon
Medio;Entretenimiento: Música;"¿Qué banda de rock lanzó el álbum ""The Bends"" en marzo de 1995?";Radiohead;Nirvana;Coldplay;U2
Medio;Entretenimiento: Videojuegos;"¿Quién desarrolló el RPG agrícola ""Stardew Valley"" de 2016?";Eric Barone;Daisuke Amaya;Jasper Byrne;Lucas Pope
Medio;Ciencia: Informática;¿Qué significa el nombre de la empresa tecnológica HP?;Hewlett-Packard;Howard Packmann;Husker-Pollosk;Hellman-Pohl
Medio;Historia;¿A quién se le atribuye el crédito por grabar el poema épico La Odisea?;Homero;Aristóteles;Odiseo;Sócrates
Medio;Entretenimiento: Música;¿Quién fue la primera banda blanca en tocar en el Apollo Theater?;Buddy Holly y Los grillos;Chuck Berry;Los Beatles;Elvis
Medio;Entretenimiento: Cine;¿Cuál fue otro nombre sugerido para la película de 1985, Regreso al futuro?;Astronauta de Plutón;Viajeros en el tiempo de Hill Valley;Los viajeros en el tiempo;El Hombre Afortunado
Medio;Historia;John Moses Browning, el diseñador del M1918 BAR (Browning Automatic Rifle), formaba parte de ¿qué religión?;Mormón;Católico;Judío;Ateo
Medio;Historia;¿La corona del Empire State Building se construyó originalmente con qué propósito?;Muelle de dirigibles;Pararrayos;Antenas;Asta de la bandera
Medio;Ciencia: Gadgets;¿Qué empresa fabricó la icónica caja de ritmos TR-808?;Roland;Technics;Korg;Casio
Medio;Geografía;¿En qué país está el Atolón Bikini?;Islas Marshall;Fiyi;Islas Christmas;Bahamas
Medio;Entretenimiento: Anime y Manga japonés;"¿Cuál de estos no es un mundo en el anime ""Buddyfight""?";Antiguo Mundo del Dragón;Mundo del Dragón;Mundo Dragón Estelar;Mundo del Dragón de la Oscuridad
Medio;Entretenimiento: Cine;¿Qué animales mutados actúan como monstruos en la película 'La noche del lepus'?;Conejos;Perros;Ratas;Murciélagos
Medio;Entretenimiento: Dibujos animados y animaciones;"¿El programa de comedia en stop motion ""Robot Chicken"" fue creado por cuál de los siguientes?";Seth Green;Seth MacFarlane;Seth Rogen;Seth Rollins
Medio;Deportes;¿Josh Mansour forma parte de qué equipo de la NRL?;Penrith Panthers;Melbourne Storm;Sydney Roosters;Vaqueros del Norte de Queensland
Medio;Entretenimiento: Libros;¿Cuál es el cuarto libro del Antiguo Testamento?;Números;Génesis;Éxodo;Levítico
Medio;Deportes;¿Cuál de estos equipos de la NHL nunca se ha movido desde su creación?;St. Louis Blues;New Jersey Devils;Huracanes de Carolina;Dallas Stars
Medio;Entretenimiento: Música;"¿Qué canción del músico electrónico sueco Avicii samplea la canción ""Something's Got A Hold On Me"" de Etta James?";Niveles;Desvanecerse en la oscuridad;Silhuetas;Buscar la Bromance
Medio;Entretenimiento: Musicales y teatros;¿El Campeonato Mundial de Ajedrez, Acto 1, está ambientado en qué ciudad italiana?;Merano;Venecia;Milán;Roma
Medio;Entretenimiento: Música;"La canción de los Beatles de 2023 ""Now and Then"" se originó a partir de una demo inacabada grabada por qué Beatle?";John Lennon;Paul McCartney;George Harrison;Ringo Starr
Medio;Deportes;"¿Quién ganó la ""Champions League"" en 1999?";Manchester United;Barcelona;Bayern Múnich;Liverpool
Medio;Entretenimiento: Cine;"¿Quién dirigió la película ""Alien""?";Ridley Scott;Christopher Nolan;Michael Bay;James Cameron
Medio;Geografía;¿Cuál fue la ciudad más poblada de América en 2015?;São Paulo;Nueva York;Ciudad de México;Los Ángeles
Medio;Historia;¿En qué año fue conquistada Constantinopla por los turcos?;1453;1435;1454;1440
Medio;Entretenimiento: Cine;En Tron: Legacy, Kevin Flynn escribió un programa para crear el sistema perfecto. ¿Cómo se llamaba el programa?;Clu;Tron;MCP;Quorra
Medio;Historia;¿Cuándo se fundó la República Popular China?;18172;3 de abril;1947;7 de mayo
Medio;Vehículos;¿Cuándo se fundó Tesla?;2003;2008;2005;2007
Medio;Entretenimiento: Videojuegos;En Portal, ¿de qué color es el Núcleo de Inteligencia?;Azul;Morado;Rojo;Naranja
Medio;Historia;¿Cuál de estos padres fundadores de los Estados Unidos llegó a ser presidente más tarde?;James Monroe;Alexander Hamilton;Samuel Adams;Roger Sherman
Medio;Historia;"¿Cuándo publicó por primera vez L. L. Zamenhof ""Unua Libro"", la primera publicación que describía su lengua internacional, el esperanto?";1887;1897;1905;1915
Medio;Entretenimiento: Videojuegos;"¿Cuál de estas fases no es jugable en ""Super Smash Bros. para Wii U""?";Fuente de los Sueños;Puente de Eldin;75m;Miiverse
Medio;Ciencia y Naturaleza;¿Cuál de estas estrellas es la más grande?;UY Scuti;VY Canis Majoris;Betelgeuse;Ala derecha Cephei
Medio;Entretenimiento: Videojuegos;¿Qué equipo de eSports de CS:GO ganó el evento principal ESL One Cologne 2016?;SK Gaming;Team Liquid;Fnatic;Virtus.pro
Medio;Entretenimiento: Videojuegos;"En la serie ""Neptunia"", ¿sobre qué nación gobierna Neptuno?";Planeptuno;Lastation;Leanbox;Lowee
Medio;Geografía;¿Cuál de los siguientes no es un país megadiverso —uno que alberga un alto número de especies endémicas del planeta?;Tailandia;Perú;México;Sudáfrica
Medio;Entretenimiento: Videojuegos;¿En qué está tan inspirado el juego de navegador Kantai Collection?;Segunda Guerra Mundial;Manga;World of Warcraft;Un anime
Medio;Entretenimiento: Videojuegos;¿Qué elemento utiliza el Zinogre en Monster Hunter?;Trueno;Hielo;Incendio;Agua
Medio;Geografía;¿Cuál es el puerto más concurrido de Europa?;Puerto de Róterdam;Puerto de Amberes;Puerto de Hamburgo;Puerto de Ámsterdam
Medio;Entretenimiento: Cómics;En el universo Hellboy, ¿quién fundó el BPRD?;Trevor Bruttenholm;Kate Corrigan;Johann Kraus;Benjamin Daimio
Medio;Entretenimiento: Videojuegos;"¿Cuál de estos personajes no aparece en ""Nier: Automata""?";A1;A2;9S;2B
Medio;Conocimientos generales;¿Cuál de estas empresas NO fabrica automóviles?;Ducati;Nissan;GMC;Fiat
Medio;Entretenimiento: Videojuegos;¿Qué empresa desarrolló y publicó Game Dev Tycoon?;Juegos Greenheart;Juegos de Groenlandia;Los Tycoonists;MomCorp
Medio;Ciencia y Naturaleza;¿Cuál es la unidad SI estándar para la corriente eléctrica?;Ampere;Volt;Ohm;Watt
Medio;Entretenimiento: Cómics;"¿Cuál es el verdadero nombre del ""Maestro del Magnetismo"" Magneto?";Max Eisenhardt;Carlos Javier;Pietro Maximoff;Johann Schmidt
Medio;Conocimientos generales;"¿En qué año se acuñó el término ""científico""?";1833;1933;1942;1796
Medio;Entretenimiento: Música;¿Cuál de estas bandas es la más antigua?;Pink Floyd;AC/DC;Metallica;Red Hot Chili Peppers
Medio;Ciencia y Naturaleza;¿Cuál de los siguientes NO es un componente eléctrico pasivo?;Transistor;Resistencia;Condensador;Inductor
Medio;Ciencia y Naturaleza;¿Qué significa RCP, el procedimiento de emergencia para ayudar a alguien que ha sufrido un paro cardíaco?;Reanimación cardiopulmonar;Alivio del dolor crónico;Liberación del dolor por cáncer;Tasa de prevalencia de anticonceptivos
Medio;Entretenimiento: Videojuegos;¿Quién creó Tetris?;Alexey Pajitnov;Toru Iwatani;Allan Alcorn;William Higinbotham
Medio;Ciencia y Naturaleza;¿Dónde tocó tierra la Gran Tormenta de 1987 por primera vez?;Cornualles;Surrey;Gales;Las Midlands
Medio;Entretenimiento: Videojuegos;En los juegos de Mario Kart y Smash Bros., ¿en qué categoría de peso se considera la Princesa Rosalina?;Pesado;Medio;Luz;Medio Ligero
Medio;Ciencia: Matemáticas;"¿Qué matemático griego corría desnudo por las calles de Siracusa gritando ""Eureka"" tras descubrir el principio del desplazamiento?";Arquímedes;Euclides;Homero;Eratóstenes
Medio;Ciencia: Informática;En programación, ¿el operador ternario se define mayormente con qué símbolo(s)?;?:;??;si entonces;?
Medio;Entretenimiento: Videojuegos;"En el videojuego de 2000 ""Crimson Skies"", ¿cómo se llamaba el zepelín de los protagonistas?";Pandora;Helios;Ícaro;Orión
Medio;Historia;"¿En qué día comenzó la construcción del ""Pentágono"", la sede del Departamento de Defensa de los Estados Unidos?";15230;15 de junio;1947;15 de enero
Medio;Entretenimiento: Música;¿Cómo se llamó el quinto álbum de Taylor Swift?;1989;Sin miedo;Rojo;Habla ahora
Medio;Entretenimiento: Cómics;¿Quién es la segunda persona en asumir el papel de Noctámbulo en la novela gráfica de Watchmen?;Daniel Dreiberg;Nelson Gardner;Hollis Mason;Adrian Veidt
Medio;Entretenimiento: Videojuegos;¿Cuál fue la fecha original de lanzamiento de Grand Theft Auto V?;41534;17 de agosto;2013;14 de abril
Medio;Entretenimiento: Videojuegos;"¿Qué personaje de Overwatch dice la frase ""¡Los héroes nunca mueren!""?";Misericordia;Reaper;Sonic;Ana
Medio;Ciencia y Naturaleza;¿El húmero, el radio emparejado y el cúbito se unen para formar qué articulación?;Codo;Rodilla;Sholder;Tobillo
Medio;Mitología;¿Cómo se llama el dios griego de las muertes pacíficas?;Thanatos;Tártaro;Hades;Moros
Medio;Entretenimiento: Televisión;¿Cómo se llama la espada de Jon Snow en Juego de Tronos?;Garra Larga;Guardián del Juramento;Lamento de la viuda;Aguja
Medio;Entretenimiento: Cine;¿Quién puso voz al personaje Draco en la película de 1996 'Corazón de Dragón'?;Sean Connery;Dennis Quaid;Pete Postlethwaite;Brian Thompson
Medio;Entretenimiento: Videojuegos;"¿Cuál fue el primer pack de armas para ""PAYDAY 2""?";El Pack de Armas Gage #1;La Manada de Exageración;La Manada de Caballerosidad Gage;El Paquete Histórico Gage
Medio;Política;¿Cuál es el propósito principal de la Cuarta Enmienda de la Constitución de los Estados Unidos?;Prevención de registros e incautaciones irrazonables;Prevención de castigos crueles e inusuales;Protección contra el encarcelamiento sin el debido proceso legal;Proteger el derecho a poseer y portar armas
Medio;Entretenimiento: Música;¿Cuál de estas canciones versionó Jimi Hendrix?;Todas estas canciones;Banda del Club Sgt. Pepper's Lonely Hearts;A lo largo de la Torre de Vigilancia;Casa del Sol Naciente
Medio;Entretenimiento: Televisión;"En el episodio de Black Mirror ""Bandersnatch"", PAC-MAN significa:";Program And Control Man;Centro de Solicitudes de Posgrado Hombre;Hombre del Comité de Acción Política;Hombre de la Clasificación de Física y Astronomía
