Dificultad;Categoría;Pregunta;Respuesta Correcta;Incorrecta 1;Incorrecta 2;Incorrecta 3
Fácil;Entretenimiento: Videojuegos;"¿De qué franquicia proviene la criatura ""Slowpoke""?";Pokémon;Dragon Ball;Sonic el erizo;Yugioh
Fácil;Entretenimiento: Videojuegos;¿Cuál de estas NO es una clase de jugador en Team Fortress 2?;Sanador;Demoman;Pirotecnia;Espía
Fácil;Deportes;En béisbol, ¿cuántas veces tiene que lanzarse la pelota fuera de la zona de strike antes de que el bateador reciba base por bolas?;4;1;2;3
Fácil;Entretenimiento: Música;¿De dónde viene la parte Mac del nombre Fleetwood Mac?;John McVie;Christine McVie;Mac McAnally;David Tennant
Fácil;Entretenimiento: Videojuegos;¿Cuál es la primera arma que adquieres en Half-Life?;Una palanca;Una pistola;El traje H.E.V;Tus puños
Fácil;Entretenimiento: Anime y Manga japonés;En el anime Siete Pecados Capitales, ¿cuál es el nombre de uno de los pecados?;Diane;Sakura;Ayano;Sheska
Fácil;Conocimientos generales;¿Qué signo del zodiaco está representado por un par de escalas?;Libra;Aries;Capricornio;Sagitario
Fácil;Conocimientos generales;¿Qué tipo de cubiertos es el más adecuado para comer sopa?;Cuchara;Fork;Cuchillo;Palillos
Fácil;Deportes;¿Qué dos equipos jugaron en la Super Bowl XLII?;Los New York Giants y los New England Patriots;Los Green Bay Packers y los Pittsburgh Steelers;Los Philadelphia Eagles y los New England Patriots;Los Seattle Seahawks y los Denver Broncos
Fácil;Entretenimiento: Videojuegos;¿Cuál de los siguientes NO es uno de los personajes principales en el modo historia de Grand Theft Auto V?;Tommy Vercetti;Michael de Santa;Franklin Clinton;Trevor Phillips
Fácil;Entretenimiento: Videojuegos;"En el juego ""Overwatch"", ¿cuáles son los nombres de los dos criminales australianos de la facción Junkers?";Junkrat y Roadhog;Rata de carretera y Junkhog;Ana y Pharah;McCree y Deadeye
Fácil;Entretenimiento: Cine;¿Quién escribió y dirigió la película 'Platoon' de 1986?;Oliver Stone;Francis Ford Coppola;Stanley Kubrick;Michael Cimino
Fácil;Entretenimiento: Cine;"¿Quién dirigió las películas ""Pulp Fiction"", ""Reservoir Dogs"" y ""Django Unchained""?";Quentin Tarantino;Martin Scorsese;Steven Spielberg;James Cameron
Fácil;Entretenimiento: Cine;"Al final de la película de 2001 ""Rat Race"", ¿en qué concierto irrumpen los concursantes?";Boca Rompida;Bolos por sopa;Sum 41;Parque Linkin
Fácil;Ciencia: Gadgets;¿Qué es la unidad SI para resistencia?;Ohms;Anfíeres;Siemens;Voltios
Fácil;Historia;¿Qué partido fue el Juego del Año en 2018?;Dios de la Guerra;Detroit: Hazte humano;Red Dead Redemption 2;Una salida
Fácil;Entretenimiento: Videojuegos;"¿Qué modo de juego no estaba en el ""Wii Sports"" original?";Tenis de mesa;Boxeo;Béisbol;Bolos
Fácil;Entretenimiento: Música;"La canción de 2016 ""Starboy"" del cantante canadiense The Weeknd presenta a qué artista electrónico destacado?";Daft Punk;deadmau5;Divulgación;DJ Shadow
Fácil;Ciencia: Informática;¿Qué empresa fue fundada el 1 de abril de 1976 por Steve Jobs, Steve Wozniak y Ronald Wayne?;Manzana;Microsoft;Atari;Comodoro
Fácil;Ciencia y Naturaleza;¿Cuál es el planeta más caliente del Sistema Solar?;Venus;Marte;Mercurio;Júpiter
Fácil;Entretenimiento: Anime y Manga japonés;¿Quién es la verdadera princesa de la luna en Sailor Moon?;Sailor Moon;Sailor Venus;Sailor Mars;Sailor Jupiter
Fácil;Entretenimiento: Videojuegos;"¿Qué empresa creó y desarrolló el juego ""Overwatch""?";Blizzard Entertainment;Válvula;Hi-Rez Studios;Software de la caja de cambios
Fácil;Ciencia: Matemáticas;¿Cuál es la ecuación para el área de una esfera?;(4/3)πr^3;4πr^2;(1/3)πhr^2;πr^4
Fácil;Conocimientos generales;¿Qué elemento químico, el número 11 de la tabla periódica, tiene el símbolo Na?;Sodio;Carbono;Conducir;Nitrógeno
Fácil;Ciencia: Gadgets;¿Cuál de los siguientes no es un tipo de ratón de ordenador?;Ratón batido;Ratón tambor;Ratón trackball;Ratón óptico
Fácil;Deportes;¿Qué equipo ha ganado más Stanley Cups en la NHL?;Canadienses de Montreal;Chicago Blackhawks;Toronto Maple Leafs;Detroit Red Wings
Fácil;Entretenimiento: Videojuegos;¿Cuál de los siguientes personajes NO es candidata a matrimonio femenino en el juego Stardew Valley?;Caroline;Abigail;Haley;Leah
Fácil;Entretenimiento: Videojuegos;"En la serie ""Hitman"", ¿cómo se llama el personaje principal?";Agente 47;Agente 27;Agente Smith;Agente 67
Fácil;Mitología;¿Qué criaturas mitológicas tienen rostros de mujer y cuerpos de buitre?;Harpías;Sirenas;Ninfa;Lilith
Fácil;Ciencia: Informática;Este sistema operativo móvil tenía la mayor cuota de mercado en 2012.;iOS;Android;BlackBerry;Symbian
Fácil;Entretenimiento: Música;¿Cuál es el nombre del álbum publicado en 2014 por la banda estadounidense Maroon 5?;V;X;III;IV
Fácil;Entretenimiento: Videojuegos;En Fallout: New Vegas, ¿en cuál de estos casinos no puedes jugar?;Suerte 38;Los Tops;Gammorah;Ultra-Luxe
Fácil;Ciencia: Informática;¿Qué hace el botón Prt SC?;Captura lo que hay en pantalla y lo copia en tu portapapeles;Nada;Guarda un archivo .png de lo que aparece en pantalla en la carpeta de capturas de pantalla en fotos;Cierra todas las ventanas
Fácil;Mitología;¿El dios griego Poseidón era el dios de qué?;El mar;Guerra;Sun;Incendio
Fácil;Conocimientos generales;"¿Quién es considerado el ""Padre de la Filosofía Moderna""?";René Descartes;Platón;Albert Einstein;Antoine Lavoiser
Fácil;Entretenimiento: Libros;¿Cómo se llama el hermano de Sherlock Holmes?;Mycroft Holmes;Mederi Holmes;Martin Holmes;Herbie Hancock Holmes
Fácil;Deportes;¿Cuál fue el resultado final del partido Alemania vs. Brasil en la Copa Mundial de la FIFA 2014?;46204;0 - 1;03-abr;16 - 0
Fácil;Conocimientos generales;¿Qué órgano del cuerpo produce bilis?;Hígado;Vesícula biliar;Páncreas;Estómago
Fácil;Ciencia y Naturaleza;¿Qué gas noble tiene el número atómico más bajo?;Helio;Neón;Argón;Krypton
Fácil;Conocimientos generales;¿Cómo se llama la mano de póker que contiene trío y pareja?;Full House;Color;Recto;Carta alta
Fácil;Entretenimiento: Videojuegos;¿Cuántos juegos de la serie Crash Bandicoot se lanzaron en la Playstation original?;5;4;3;6
Fácil;Entretenimiento: Videojuegos;¿Cuál de los siguientes miembros del Alto Mando de la sexta generación de Pokémon fue miembro del Equipo Flare?;Malva;Siebold;Wikstrom;Drasna
Fácil;Entretenimiento: Televisión;"En la serie de televisión ""Mad Men"", ¿cuál era el nombre de nacimiento de Donald Draper?";"Richard ""Dick"" Whitman";Donald Draper;John Ashbury;"Michael ""Mikey"" Wilhelm"
Fácil;Entretenimiento: Música;"¿Qué compositor clásico escribió la ""Sonata a la luz de luna""?";Ludvig Van Beethoven;Jefe de la Cámara;Wolfgang Amadeus Mozart;Johannes Brahms
Fácil;Entretenimiento: Juegos de mesa;"En los juegos de mesa, una regla adicional o modificada que se aplica a un grupo o lugar determinado se conoce informalmente como regla de ""qué""?";Casa;Costumbres;Extra;Cambio
Fácil;Entretenimiento: Música;"La canción de Rush ""YYZ"" toma su nombre del código de identificación del aeropuerto IATA para qué ciudad?";Toronto;Vancouver;Ottawa;Calgary
Fácil;Entretenimiento: Libros;"¿Quién es el autor de la serie de libros ""Canción de Hielo y Fuego"", empezando por ""Juego de Tronos""?";George R. R. Martin;Brandon Sanderson;J. R. R. Tolkien;Steven Erikson
Fácil;Entretenimiento: Videojuegos;¿Cuándo se estrenó Left 4 Dead 2?;40134;3 de mayo;2008;30 de noviembre
Fácil;Entretenimiento: Música;"¿Qué artista lanzó el single ""Harlem Shake"" en 2012, que se utilizó en numerosos vídeos de YouTube en 2013?";Baauer;RL Grime;NGHTMRE;Flosstradamus
Fácil;Geografía;¿La frontera compartida más larga del mundo se puede encontrar entre qué dos naciones?;Canadá y Estados Unidos;Chile y Argentina;Rusia y China;India y Pakistán
Fácil;Entretenimiento: Música;¿Qué álbum de los Beatles NO aparece a ninguno de los miembros de la banda en su portada?;The Beatles (álbum blanco);Alma de Goma;Abbey Road;Gira de misterio mágico
Fácil;Celebridades;¿En qué suele centrarse el cineasta Dan Bell en sus películas?;Edificios abandonados y centros comerciales abandonados;Lugares históricos;Películas de acción;Documentales
Fácil;Entretenimiento: Cine;¿Qué película incluye un espíritu gigante parecido a un conejo que tiene poderes mágicos, incluyendo el crecimiento de árboles?;Mi vecino Totoro;Hop;El ascenso de los Guardianes;Alicia en el País de las Maravillas
Fácil;Entretenimiento: Cine;¿Cuál de las siguientes películas no está basada en una novela de Stephen King?;La Cosa;Carrie;Miseria;La Milla Verde
Fácil;Ciencia: Matemáticas;"El prefijo métrico ""atto-"" hace que una medición sea cuánto menor que la unidad base?";Un Quintillono;Una milmillonésima;Un cuadrilionésimo;Un septilionésimo
Fácil;Entretenimiento: Videojuegos;¿En qué año se estrenó Hearthstone?;2014;2011;2013;2012
Fácil;Ciencia y Naturaleza;¿Cuál es la velocidad de la luz en el vacío?;299.792.458 m/s;50;461 m/s;308
Fácil;Conocimientos generales;¿Cuántas cartas hay en una baraja estándar de cartas?;52;32;40;64
Fácil;Entretenimiento: Música;"¿Cuál es el nombre artístico de la rapera inglesa Mathangi Arulpragasam, conocida por la canción ""Paper Planes""?";M.I.A.;K.I.A.;C.I.A.;A.I.A.
Fácil;Historia;El alfabeto romano original carecía de las siguientes letras EXCEPTO:;X;W;U;J
Fácil;Conocimientos generales;¿Cuántas letras hay en el alfabeto inglés?;26;28;23;24
Fácil;Deportes;¿Cuándo se jugó el primer partido internacional oficial?;1872;1880;1863;1865
Fácil;Entretenimiento: Cine;"¿Quién interpreta a Jack Burton en la película ""Big Trouble in Little China""?";Kurt Russell;Patrick Swayze;John Cusack;Harrison Ford
Fácil;Ciencia: Matemáticas;¿Qué tipo de ángulo es mayor que 90°?;Obtuso;Agudo;Derecha;Recto
Fácil;Conocimientos generales;¿Cuál es la profesión de la madre de Elon Musk, Maye Musk?;Modelo;Profesor;Biólogo;Músico
Fácil;Ciencia y Naturaleza;¿Cuál es la unidad SI estándar para la masa?;Kilogramo;Tonne;Libra;Gram
Fácil;Ciencia: Gadgets;¿En qué cartucho está cargado un AK-47 clásico?;7,62x39mm;7,62x51mm;5,56x45mm;5,45x39mm
Fácil;Conocimientos generales;¿Qué mascota del restaurante es un payaso?;McDonald's;Whataburger;Burger King;Sonic
Fácil;Entretenimiento: Música;¿Qué banda de los 80 está liderada por el cantante/guitarrista Robert Smith?;La Cura;Los Smith;Eco y los Hombres Conejo;Nuevo Orden
Fácil;Entretenimiento: Videojuegos;¿Cuál de estos NO es un personaje jugable en el videojuego Overwatch de 2016?;Invocador;Misericordia;Winston;Zenyatta
Fácil;Entretenimiento: Televisión;"¿Quién interpretó a la camarera en el sketch de spam de ""Monty Python's Flying Circus""?";Terry Jones;Eric Idle;Graham Chapman;John Cleese
Fácil;Entretenimiento: Videojuegos;¿Cuántas piezas de Tetris con formas diferentes hay?;7;5;6;8
Fácil;Entretenimiento: Videojuegos;En World of Warcraft, ¿cuál era el límite de nivel original?;60;70;50;100
Fácil;Entretenimiento: Videojuegos;¿Cuál de estas razas Starbound tiene una cultura del Lejano Oeste?;Novakid;Avian;Humano;Hylotl
Fácil;Entretenimiento: Anime y Manga japonés;¿Qué Pokémon y sus evoluciones fueron prohibidos de aparecer en un papel principal tras el Incidente del Episodio 38?;La línea Porygon;La línea Pikachu;La línea Elekid;La Línea Magby
Fácil;Conocimientos generales;¿Cuántos furlongs hay en una milla?;Ocho;Dos;Cuatro;Seis
Fácil;Entretenimiento: Videojuegos;En Slay the Spire, ¿cuál de los siguientes NO es un personaje jugable?;Corazón de piedra;Silencio;Defecto;Acorazado
Fácil;Entretenimiento: Videojuegos;¿Quién creó la plataforma de distribución digital Steam?;Válvula;Juegos Pixeltail;Ubisoft;Artes Electrónicas
Fácil;Entretenimiento: Anime y Manga japonés;"En ""A Certain Scientific Railgun"", ¿cuántas ""hermanas"" tuvo que matar Accelerator para alcanzar el supuesto nivel 6?";20000;128;10;0
Fácil;Entretenimiento: Videojuegos;¿Quién es el creador del proyecto Touhou?;Zun;Jun;Frontera Crepuscular;Tasofro
Fácil;Entretenimiento: Anime y Manga japonés;¿Cuál fue el segundo Pokémon de Ash Ketchum?;Caterpie;Charmander;Pikachu;Pidgey
Fácil;Entretenimiento: Videojuegos;En Kingdom Hearts, ¿cuántos miembros tiene en total la Organización XIII?;14;10;13;12
Fácil;Entretenimiento: Videojuegos;¿Quién es el líder del Equipo Instinto en Pokémon Go?;Chispa;Candela;Blanche;Willow
Fácil;Entretenimiento: Videojuegos;¿Blinky, Pinky, Inky y Clyde son personajes de qué videojuego clásico?;Pac-Man;Guantelete;Invasores del espacio;Street Fighter
Fácil;Deportes;¿Qué afroamericano es en parte responsable de integrar las Grandes Ligas de Béisbol?;Jackie Robinson;Curt Flood;Roy Campanella;Satchell Paige
Fácil;Historia;¿Quién fue el primer presidente de los Estados Unidos?;George Washington;James Madison;Thomas Jefferson;James K. Polk
Fácil;Entretenimiento: Música;"¿Qué banda publicó canciones como ""Rio"", ""Girls on Film"" y ""The Reflex""?";Duran Duran;La Cura;Nuevo Orden;Modo Depeche
Fácil;Entretenimiento: Música;Las cuatro cuerdas de un violín son la cuerda Sol, la cuerda Re, la cuerda La y...;Cuerda Mi;Cuerda do;Cuerda B;Cuerda Fa
Fácil;Entretenimiento: Cine;"Esta película contiene la cita: ""Siento la necesidad ... ¡la necesidad de velocidad!""";Top Gun;Días de Trueno;El color del dinero;Cóctel
Fácil;Entretenimiento: Cine;En Big Hero 6, ¿de qué ciudad ficticia es el Big Hero 6?;San Fransokyo;San Tokyo;Tokysisco;Sankyo
Fácil;Entretenimiento: Cine;"Esta película contiene la frase: ""Nadie pone a Baby en un rincón.""";Baile sucio;Tres hombres y un bebé;El día libre de Ferris Bueller;Bonito de rosa
Fácil;Entretenimiento: Cine;En la película Super Mario Bros. (2023), ¿quién interpreta a Sapo?;Keegan-Michael Key;Seth Rogan;Charlie Day;Jack Black
Fácil;Entretenimiento: Cómics;"¿Qué crossover de universos se introdujo en el cómic ""Sonic the Hedgehog"" número #247?";Mega Man;Super Mario Brothers;Alex Kidd;Super Bola de Mono
Fácil;Animales;¿De qué color es un arrendajo de Steller?;azul y negro;azul y gris;Azul y blanco;gris y negro
Fácil;Entretenimiento: Música;¿Cómo se llama el líder de la banda de metal Megadeth?;Dave Mustaine;Rob Halford;Vince Neil;James Hetfield
Fácil;Conocimientos generales;¿Quién fue el primer presidente de México?;Guadalupe Victoria;Benito Juárez;Miguel Hidalgo Y Costilla;Vicente Guerrero
Fácil;Entretenimiento: Videojuegos;¿Quién protagoniza Brutal Legend?;Jack Black;Kanye West;Lemmy;Ozzy Osbourne
Fácil;Ciencia: Informática;¿Qué tipo de memoria se utiliza en la caché de memoria?;SRAM;DRAM;ROM;Flash
Fácil;Entretenimiento: Cómics;¿Qué superhéroe es conocido por su supervelocidad?;Flash;Superman;Batman;Spiderman
Fácil;Entretenimiento: Musicales y teatros;¿Quién escribió la obra 'Ángeles en América'?;Tony Kusher;Tom Stoppard;Matthew Lopez;Anthony Neilson
Fácil;Conocimientos generales;¿Cuándo se fundó la web reddit?;2005;2008;2004;2006
Fácil;Entretenimiento: Videojuegos;En el videojuego Team Fortress 2, ¿cuál de estos NO es un principal?;Medigun;Scattergun;Lanzagranadas;Lanzacohetes
Fácil;Entretenimiento: Cine;"En la película de 2012, ""The Lorax"", ¿quién es el antagonista?";Aloysius O'Hare;Ted Wiggins;El Once-Ler;Grammy Norma
Fácil;Entretenimiento: Cine;¿Quién interpretó a Han Solo en la saga principal de películas de Star Wars?;Harrison Ford;Peter Cushing;Mark Hamill;Alec Guinness
Fácil;Geografía;¿Cuál es la capital de Rumanía?;Bucarest;Bratislava;Belgrado;Budapest
Fácil;Entretenimiento: Videojuegos;¿M.U.G.E.N. es el nombre de qué tipo de motor de juego?;Juego de lucha;Juego de plataformas;Juego de disparos;Juego de puzles
Fácil;Geografía;¿Cuántos países hay en el mundo?;200;100;300;500
Fácil;Ciencia y Naturaleza;Este elemento, cuando se somete a calor y presión extremos, crea diamantes.;Carbono;Nitrógeno;Oxígeno;Hidrógeno
Fácil;Entretenimiento: Videojuegos;"¿En qué año se estrenó ""Antichamber""?";2013;2012;2014;2011
Fácil;Conocimientos generales;¿Qué significa VR?;Realidad Virtual;Muy real;Reconocimiento visual;Reconocimiento de voz
Fácil;Entretenimiento: Música;¿Quién es el cantante principal de Foo Fighters?;Dave Grohl;Dave Mustaine;James Hetfield;Caperucita Roja
Fácil;Entretenimiento: Televisión;"En la serie ""Futurama"", ¿cuál es el nombre completo de Fry?";Philip J. Fry;Fry J. Philip;Fry Rodríguez;Fry Philip
Fácil;Entretenimiento: Videojuegos;¿Quién pone voz a GLaDOS en los juegos de Portal?;Ellen McLain;Michelle Forbes;Mary Kae Irvin;Natasha Radski
Fácil;Conocimientos generales;"¿Quién es el origen de la frase ""Lo que no te mata te hace más fuerte""?";Friedrich Nietzsche;G. Gordon Liddy;Kelly Clarkson;Christopher Hitchens
Fácil;Geografía;¿Qué país alberga la mayor población japonesa fuera de Japón?;Brasil;China;Rusia;Estados Unidos
Fácil;Geografía;¿Cuál de las siguientes islas japonesas es la más grande?;Honshu;Hokkaido;Shikoku;Kyushu
Fácil;Mitología;"¿De qué mitología proviene el dios ""Apolo""?";Griego y romano;Romano y español;Griego y chino;Griego
Fácil;Entretenimiento: Videojuegos;¿Cuál es la primera consola Sony PlayStation que funciona en CD?;PD;PS2;PS3;PS4
Fácil;Ciencia: Matemáticas;¿Cuántas caras cuadradas tiene un cubo?;6;4;8;10
Fácil;Entretenimiento: Anime y Manga japonés;¿El nombre de la impostora de Junko Enoshima al principio de Danganronpa: Trigger Happy Havoc?;Mukuro Ikusaba;Ryota Mitarai;Impostor Supremo;Komaru Naegi
Fácil;Ciencia: Gadgets;¿Cuándo se lanzó el iPhone?;2007;2005;2006;2004
Fácil;Entretenimiento: Videojuegos;¿Valve Corporation es un desarrollador estadounidense de videojuegos ubicado en qué ciudad?;Bellevue, Washington;Austin;Texas;Seattle
Fácil;Entretenimiento: Videojuegos;En el juego Nuclear Throne, ¿qué personaje solo se puede usar en una partida con Melting?;Esqueleto;Rana;Terror;Planta
Fácil;Entretenimiento: Videojuegos;"¿Quién es el guionista del juego ""Half-Life""?";Marc Laidlaw;Gabe Newell;Robin Walker;Chet Faliszek
Fácil;Entretenimiento: Videojuegos;¿La serie de juegos Touhou Project suele asociarse a qué género?;Disparad;Estrategia;FPS;Casual
Fácil;Entretenimiento: Música;¿Quién tuvo un éxito en el top 5 de 1969 con la canción 'A Boy Named Sue'?;Johnny Cash;Bob Dylan;Willie Nelson;Kris Kristofferson
Fácil;Ciencia y Naturaleza;¿Cuál es el animal más grande que existe actualmente en la Tierra?;Ballena azul;Orca;Calamar Colosal;Jirafa
Fácil;Ciencia: Matemáticas;¿Cómo se llama un polígono de nueve caras?;Nonagon;Hexágono;Octágono;Heptágono
Fácil;Historia;¿Quién fue el primer gobernante de Haití tras la independencia del país?;Jean-Jacques Dessalines;Toussaint Louverture;Henri Christophe;Alexandre Petion
Fácil;Entretenimiento: Música;¿Quién es el cantante principal de Green Day?;Billie Joe Armstrong;Mike Dirnt;Sean Hughes;Tré Cool
Fácil;Entretenimiento: Videojuegos;¿Quién es el protagonista principal de la serie de juegos 'Ratchet and Clank'?;Trinquete;Clank;Capitán Qwark;Dr. Nefarious
Fácil;Entretenimiento: Música;¿Qué álbum colaborativo publicaron Kanye West y Jay-Z en 2011?;Vigila el Trono;Parientes lejanos;Qué época para estar vivo;Asuntos pendientes
Fácil;Entretenimiento: Videojuegos;"¿Cuántas veces luchas contra Gilgamesh en ""Final Fantasy 5""?";6;4;5;3
Fácil;Entretenimiento: Cine;"En ""ALF"", ¿cuál era el verdadero nombre de ALF?";Gordon Shumway;Gordon Milipp;Gordon Foster;Gordon von Gam
Fácil;Conocimientos generales;¿Cuál de los siguientes no es el presentador de un programa en NPR?;Ben Shapiro;Terry Gross;Ira Glass;Peter Sagal
Fácil;Ciencia: Informática;¿Cuál es el atajo de teclado más utilizado para la función 'Copiar' en Windows OS?;Ctrl + C;Ctrl + X;Alt + C;Alt + X
Fácil;Entretenimiento: Televisión;¿Qué personaje interpretó Dustin Diamond en la comedia 'Salvados por la campana'?;Chirrido;Zack;Señor Belding;A.C. Slater
Fácil;Conocimientos generales;¿Cómo se llama la bebida alcohólica hecha de patatas o cereales que se origina en Polonia y Rusia?;Vodka;Absenta;Ron;Sake
Fácil;Deportes;¿Quién ganó el título de la Premier League en la temporada 2015-2016 tras una racha de cuento de hadas?;Leicester City;Tottenham Hotspur;Watford;Stoke City
Fácil;Ciencia y Naturaleza;¿Cuál es el planeta más caliente del sistema solar?;Venus;Júpiter;Mercurio;Marte
Fácil;Entretenimiento: Videojuegos;¿Qué empresa es la responsable de crear el videojuego de estrategia Stellaris?;Paradox Development Studio;Software de sobrecarga;Tripwire Interactive LLC;Ensemble Studios
Fácil;Entretenimiento: Dibujos animados y animaciones;"¿Cómo se llamaba la bruja del mar en la película de Disney de 1989 ""La Sirenita""?";Úrsula;Señora Mim;Maléfica;Lady Tremaine
Fácil;Entretenimiento: Música;¿Cuándo se subió Gangnam Style a YouTube?;2012;2013;2014;2011
Fácil;Entretenimiento: Videojuegos;¿Qué tipo de Pokémon es Charizard?;Fuego/Vuelo;Incendio;Dragon;Fuego/Dragón
Fácil;Vehículos;¿Cuántas pulgadas cúbicas tiene el motor LS2?;364;346;376;402
Fácil;Historia;¿En qué país se construyó y exportó la Estatua de la Libertad a Estados Unidos de América?;Francia;Alemania;España;Inglaterra
Fácil;Entretenimiento: Videojuegos;¿Qué miembro de la Sala de Terciopelo no es un personaje jugable en Persona 4 Arena Ultimax?;Theodore;Elizabeth;Margaret;Marie
Fácil;Historia;En 1720, Inglaterra estaba endeudada enormemente y se vio envuelta en la Burbuja del Mar del Sur. ¿Quién fue el cerebro principal detrás de esto?;John Blunt;Daniel Defoe;Robert Harley;John Churchill
Fácil;Entretenimiento: Música;¿Qué miembro de los Foo Fighters fue anteriormente el batería de Nirvana?;Dave Grohl;Taylor Hawkins;Nate Mendel;Chris Shiflett
Fácil;Entretenimiento: Musicales y teatros;"David Tennant, protagonista de ""Doctor Who"", interpretó una versión de ¿qué obra shakesperiana?";Hamlet;La Tempestad;Otelo;La Domada de la Museña
Fácil;Entretenimiento: Videojuegos;¿Cuál de los siguientes juegos tiene el mayor tamaño de mapa?;Just Cause 2;Gran Robo de Automóviles 5;The Elder Scrolls 4: Oblivion;The Witcher 3: Caza Salvaje
Fácil;Geografía;¿Cuál es la ciudad más grande de Canadá?;Toronto;Montreal;Vancouver;Ottawa
Fácil;Mitología;La marca de ropa y calzado Nike toma su nombre de la diosa griega de qué.;Victoria;Valor;Fuerza;Honor
Fácil;Entretenimiento: Música;¿Quién es el cantante principal de la banda británica de pop rock Coldplay?;Chris Martin;Jonny Buckland;Guy Berryman;Will Champion
Fácil;Entretenimiento: Videojuegos;¿Qué juego de Nintendo 64 NO tenía a Luigi?;Super Mario 64;Mario Party 2;Mario de papel;Super Smash Bros.
Fácil;Entretenimiento: Videojuegos;"¿Cuál es el nombre del desarrollador del juego que creó ""Call Of Duty: Zombies""?";Treyarch;Juegos de mazo;Infinity Ward;Perro travieso
Fácil;Entretenimiento: Anime y Manga japonés;"¿Satella en ""Re:Zero"" es la bruja de qué?";Envidia;Orgullo;Pereza;Ira
Fácil;Entretenimiento: Videojuegos;"¿Cuál de las siguientes armas en ""Counter-Strike: Global Offensive"" no tiene función de clic derecho?";XM1014;SG553;Revólver R8;USP-S
Fácil;Entretenimiento: Anime y Manga japonés;"¿Qué nombre se le da al personaje principal Chihiro en la película de 2001 ""El viaje de Chihiro""?";Sen (Mil);Hyaku (Cien);Ichiman (Diez mil);Juu (Diez)
Fácil;Entretenimiento: Videojuegos;"En ""World of Warcraft"", ¿cuál de los siguientes se encuentra fuera de cada mazmorra instanciada?";Una piedra de encuentro;Una piedra de invocación;Una piedra de reunión;Una piedra de hogar
Fácil;Geografía;¿Qué pequeño país se encuentra entre las fronteras de Francia y España?;Andorra;San Marino;Ciudad del Vaticano;Lichtenstein
Fácil;Entretenimiento: Videojuegos;¿Qué juego de Sonic the Hedgehog iba originalmente a venir con Sonic 3, pero se redujo a la mitad por falta de tiempo?;Sonic & Knuckles;Sonic 2;Sonic CD;Sonic 3D Blast
Fácil;Entretenimiento: Videojuegos;En Rust, ¿cuántas cargas explosivas temporizadas hacen falta para destruir una escotilla de escalera?;1;3;2;5
Fácil;Geografía;¿Cuántas zonas horarias tiene China?;1;3;4;2
Fácil;Historia;¿En qué país nació Josef Stalin?;Georgia;Rusia;Alemania;Polonia
Fácil;Conocimientos generales;"¿""A3"", ""B1"" y ""Legal"" son nombres típicos de tamaño para qué objeto?";Papel;Aviones;Libros de derecho;Pantallas telefónicas
Fácil;Entretenimiento: Anime y Manga japonés;¿De qué color es la mitad de la Espada de Tijera de Ryłako Matoi en el anime Kill la Killi?;Rojo;Verde;Azul;Morado
Fácil;Entretenimiento: Videojuegos;"En ""Call Of Duty: Zombies"", ¿cómo se llama la máquina que mejora las armas?";Pack-A-Punch;Wunderfizz;Dispositivo Gersch;Patada de mula
Fácil;Conocimientos generales;¿Cuál de estos NO se considera un color que compone el arcoíris?;Rosa;Azul;Violet;Naranja
Fácil;Historia;¿En qué año comenzó la Primera Guerra Mundial?;1914;1905;1919;1925
Fácil;Entretenimiento: Música;"¿Cuál de estas canciones NO hizo el grupo ""Men At Work""?";Baile de seguridad;En Australia;¿Quién podrá ser ahora?;Es un error
Fácil;Ciencia: Matemáticas;¿Qué viene después de un millón, un billón y un billón?;Cuatrillón;Sextilón;Quintillion;Septillion
Fácil;Entretenimiento: Cine;"¿Quién dirigió la película de 2015 ""The Revenant""?";Alejandro G. Iñárritu;Christopher Nolan;David Fincher;Wes Anderson
Fácil;Ciencia y Naturaleza;¿Qué significa LASER?;Amplificación de la luz mediante emisión estimulada de radiación;Análisis lite mediante ecorazer estéreo;Amplificador de luz por energía de espera de radio;Antimateria vital por entrada de rango permanente
Fácil;Geografía;¿En qué ciudad se encuentra la Aguja Espacial?;Seattle;Los Ángeles;Toronto;Vancouver
Fácil;Deportes;"¿""Estadio de la Luz"" es el estadio local de qué equipo de fútbol?";Sunderland FC;Barcelona FC;Paris Saints-Germain;Manchester United
Fácil;Entretenimiento: Videojuegos;"¿La serie de videojuegos de fútbol ""Pro Evolution Soccer"" está desarrollada por qué compañía?";Konami;Square Enix;Artes Electrónicas;THQ
Fácil;Entretenimiento: Videojuegos;"¿De qué se llaman Sans y Papyrus en ""Undertale""?";Tipografías;Plantas;Empresas;Papel de escritura antiguo
Fácil;Entretenimiento: Videojuegos;¿Rincewind del juego Mundodisco de 1995 fue doblado por qué miembro de Monty Python?;Eric Idle;John Cleese;Terry Gilliam;Michael Palin
Fácil;Entretenimiento: Videojuegos;¿En qué año salió el juego original de Los Sims?;2000;2001;1999;1998
Fácil;Entretenimiento: Videojuegos;¿Qué actor estadounidense interpreta a Cave Johnson, CEO de Aperture Science?;J.K. Simmons;Nolan North;John Patrick Lowrie;Christopher Lloyd
Fácil;Vehículos;¿Cuántas pulgadas cúbicas tiene el motor LS1?;346;350;355;360
Fácil;Conocimientos generales;¿En qué año obtuvo la independencia Ghana?;1957;1947;1960;1958
Fácil;Ciencia: Gadgets;¿Qué asistente virtual está desarrollado por Amazon?;Alexa;Asistente de Google;Siri;Cortana
