numero;No.;Name;Nickname;Equipo;posicion;Rol;Posicion2;Character Role;Age Group;Enlace1;imagen;emlace2;nombre completo;Columna6;Columna1;Columna2;Columna8;Columna9;Columna10;Columna11;Columna12;Columna13
146;Sherman;Inazuma Eleven;Male;Fire;DF;Player;Middle School;Grade 9;Farm;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Oy8rP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/d/z/dzxy9rkv2f0.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzs_PzsvKz92igg%3D%3D;Herb Sherman;¿Quién necesita un móvil? Su familia acaba de conseguir un buen teléfono fijo de disco rotatorio.;;;?;×;×;×;×;×
1460;Mudd;Inazuma Eleven 2: Firestorm / Blizzard;Female;Forest;FW;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JzM7P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/y/2/y2aext715vc.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NyczOz92igg%3D%3D;Sandra Mudd;Ha recibido reconocimiento internacional por sus obras construidas con arena.;;;?;×;×;×;;
1461;Watchorn;Inazuma Eleven 2: Firestorm / Blizzard;Female;Forest;FW;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JzM3P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/s/z/sz5xioo9m1s.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NyczNz92igg%3D%3D;Alexis Watchorn;Le encanta el mar y quiere trabajar como socorrista algún día.;;;?;×;?;?;;
1462;Manter;Inazuma Eleven 2: Firestorm / Blizzard;Male;Mountain;MF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JzMzP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/j/x/jxiqpxohhge.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NyczMz92igg%3D%3D;Pete Manter;Calma su mente y reinicia sus chakras recitando sutras místicos cada día.;;;?;×;×;×;;
1463;Country;Inazuma Eleven 2: Firestorm / Blizzard;Male;Wind;MF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JzMvP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/h/q/hqpmho6rkae.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NyczLz92igg%3D%3D;Chris Country;Un as del esquí que ganó una competición nacional junior.;;;?;×;×;×;;
1464;Steed;Inazuma Eleven 2: Firestorm / Blizzard;Male;Mountain;DF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JzMrP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/q/4/q4-tmxcrjzs.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NyczKz92igg%3D%3D;Paul Steed;Se rumorea que golpeó a un caballo en una lucha de tira y afloja.;;;?;×;×;×;;
1465;Whistler;Inazuma Eleven 2: Firestorm / Blizzard;Male;Mountain;DF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JzMnP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/w/x/wxdyfkpz8tc.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NyczJz92igg%3D%3D;Ben Whistler;Un adiestrador experto que enseña a los perros más salvajes a ser obedientes.;;;?;×;×;×;;
1466;Blac;Inazuma Eleven 2: Firestorm / Blizzard;Male;Fire;DF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JzMjP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/b/_/b_s5y1pjrg0.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NyczIz92igg%3D%3D;Roman Blac;El bridge no es solo para señoras mayores: este chico es un maestro del juego.;;;?;×;×;×;;
1467;Brownie;Inazuma Eleven 2: Firestorm / Blizzard;Male;Wind;DF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JzMfP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/1/v/1vthd4mb2fc.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NyczHz92igg%3D%3D;Lewis Brownie;Cree en las hadas de las flores y las busca en los parques.;;;?;×;×;×;;
1468;Seuer;Inazuma Eleven 2: Firestorm / Blizzard;Male;Fire;MF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JzMbP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/e/9/e9iauhq7bs0.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NyczGz92igg%3D%3D;Connor Seuer;Nacido en una familia de gourmets, hace un gesto de desprecio ante la comida escolar.;;;?;×;×;×;;
1469;Haskell;Inazuma Eleven 2: Firestorm / Blizzard;Female;Forest;FW;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jy8_P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/4/d/4d0rnczxa_e.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycvPz92igg%3D%3D;Kaya Haskell;Un programador en ciernes que planea convertirse en diseñador de videojuegos algún día.;;;?;×;×;×;;
147;Milky;Inazuma Eleven;Male;Mountain;MF;Player;Middle School;Grade 9;Farm;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Oy8nP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/9/2/920tum_ddle.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzs_PzsvJz92igg%3D%3D;Joe Small;Mantiene su salud bebiendo leche fresca de cabra todos los días.;;;?;×;×;×;×;×
1470;Stratio;Inazuma Eleven 2: Firestorm / Blizzard;Female;Mountain;GK;Player;Middle School;Grade 9;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jy87P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/j/r/jrfwg9_l3ms.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycvOz92igg%3D%3D;Minnie Stratio;Una administradora talentosa, aunque los profesores le pidan ayuda.;;;?;×;×;?;;
1471;Stuckon;Inazuma Eleven 2: Firestorm / Blizzard;Female;Mountain;FW;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jy83P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/p/e/pemfzgkdcsc.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycvNz92igg%3D%3D;Elegance Stuckon;Le encanta el arte de uñas y cuida las uñas de todas sus amigas.;;;?;×;×;×;;
1472;Musetta;Inazuma Eleven 2: Firestorm / Blizzard;Female;Forest;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jy8zP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/y/s/ysxkefs5vf0.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycvMz92igg%3D%3D;Odette Musetta;Le encanta el ballet y sueña con verlo en Rusia.;;;?;×;?;?;;
1473;Choker;Inazuma Eleven 2: Firestorm / Blizzard;Female;Mountain;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jy8vP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/a/n/anq4wg-vqz0.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycvLz92igg%3D%3D;Gertrude Choker;Un maestro luchador de judo que sueña con ganar una medalla de oro.;;;?;×;×;×;;
1474;Targest;Inazuma Eleven 2: Firestorm / Blizzard;Female;Fire;MF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jy8rP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/r/l/rlhzd5yvhqc.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycvKz92igg%3D%3D;Polly Targest;Está aterrorizada por los fantasmas y sale corriendo al primer indicio de una historia de miedo.;;;?;×;×;×;;
1475;Ryder;Inazuma Eleven 2: Firestorm / Blizzard;Female;Wind;MF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jy8nP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/l/k/lkcsoktnyks.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycvJz92igg%3D%3D;Odessa Ryder;Le encanta viajar en bicicleta y sueña con hacer un viaje al norte.;;;?;×;×;×;;
1476;Weaver;Inazuma Eleven 2: Firestorm / Blizzard;Female;Mountain;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jy8jP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/6/i/6iznjbldf5e.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycvIz92igg%3D%3D;Robyn Weaver;Una chica manitas que puede atar cintas en docenas de nudos diferentes.;;;?;×;?;?;;
1477;Masters;Inazuma Eleven 2: Firestorm / Blizzard;Female;Wind;FW;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jy8fP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/o/i/oimvswi_4gs.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycvHz92igg%3D%3D;Tess Masters;Aspira a ser una asistente de producción glamurosa y de alto nivel para una gran empresa.;;;?;×;×;×;;
1478;Sticklin;Inazuma Eleven 2: Firestorm / Blizzard;Male;Mountain;FW;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jy8bP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/_/g/_g90_pufv1e.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycvGz92igg%3D%3D;Cale Sticklin;Empezó a llevar una máscara para destacar entre la multitud, pero nadie se dio cuenta.;;;?;×;×;×;;
1479;Stickman;Inazuma Eleven 2: Firestorm / Blizzard;Male;Wind;DF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jys_P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/r/i/rim5lonm0zk.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycrPz92igg%3D%3D;Farris Stickman;Entrena duro para desarrollar un físico musculoso, pero nunca pierde peso.;;;?;×;×;×;;
148;Mother;Inazuma Eleven;Male;Forest;MF;Player;Middle School;Grade 8;Farm;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Oy8jP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/m/e/mefmdzznuws.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzs_PzsvIz92igg%3D%3D;Ike Steiner;Cuida de sus cinco hermanos mientras sus padres trabajan en la granja.;;;?;×;×;×;×;×
1480;Personator;Inazuma Eleven 2: Firestorm / Blizzard;Male;Forest;MF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jys7P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/g/g/ggxyixb2zqm.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycrOz92igg%3D%3D;Tim Personator;Imita a sus héroes favoritos de cómic llevando una máscara.;;;?;×;×;×;;
1481;Sagers;Inazuma Eleven 2: Firestorm / Blizzard;Male;Forest;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jys3P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/a/p/ap0tbk0-sk8.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycrNz92igg%3D%3D;Sherlock Sagers;Intenta que su pelo quede guay, pero siempre acaba un poco despeinado.;;;?;×;×;×;;
1482;Haywood;Inazuma Eleven 2: Firestorm / Blizzard;Male;Fire;DF;Player;Middle School;Grade 7;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JyszP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/x/n/xnfm21seb5u.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycrMz92igg%3D%3D;Ryan Haywood;Su expresión cambia cuando pulsa un botón de su máscara.;;;×;×;;;;
1483;Twining;Inazuma Eleven 2: Firestorm / Blizzard;Male;Mountain;DF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JysvP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/z/g/zgcqysaoe_u.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycrLz92igg%3D%3D;Osier Twining;Puede tejer bolsas y cestas con hierba y enredaderas.;;;×;×;;;;
1484;Scowlon;Inazuma Eleven 2: Firestorm / Blizzard;Male;Wind;DF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JysrP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/c/u/cuzx1tmspm8.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycrKz92igg%3D%3D;Rock Scowlon;Intenta no dejarte intimidar por su rostro pétreo y sin expresión.;;;×;×;;;;
1485;Stringer;Inazuma Eleven 2: Firestorm / Blizzard;Male;Fire;DF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JysnP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/i/b/ibqemotacsm.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycrJz92igg%3D%3D;Al Stringer;Habla de salir a aventuras emocionantes, pero siempre se echa atrás.;;;×;×;;;;
1486;Fierce;Inazuma Eleven 2: Firestorm / Blizzard;Male;Forest;MF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JysjP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/t/p/tphllx1gxfk.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycrIz92igg%3D%3D;Bill Fierce;Finge estar lleno de confianza, pero en realidad es un lío de nervios.;;;×;×;;;;
1487;Otts;Inazuma Eleven 2: Firestorm / Blizzard;Male;Mountain;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JysfP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/n/d/nde9682cwgm.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycrHz92igg%3D%3D;Rob Otts;Está convencido de que es un robot, pero aún así prefiere beber refresco gaseoso en lugar de aceite de motor.;;;×;×;;;;
1488;Jowell;Inazuma Eleven 2: Firestorm / Blizzard;Male;Mountain;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JysbP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/w/r/wrvcxdq47tk.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycrGz92igg%3D%3D;Chad Jowell;Pasó una semana en una sauna sudando para perder algunos kilos, pero los recuperó de inmediato.;;;×;×;;;;
1489;Omercer;Inazuma Eleven 2: Firestorm / Blizzard;Male;Wind;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jyc_P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/y/d/ydgx5k6negm.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycnPz92igg%3D%3D;Egon Omercer;Odia el desperdicio y hará diez tazas de té con la misma bolsita de té.;;;×;×;;;;
149;Spray;Inazuma Eleven;Male;Fire;MF;Player;Middle School;Grade 8;Farm;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Oy8fP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/4/0/406uy-afjpe.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzs_PzsvHz92igg%3D%3D;Orville Newman;Afina su fuerza de voluntad situándose cada mañana en una cascada.;;;?;×;×;×;×;×
1490;Springs;Inazuma Eleven 2: Firestorm / Blizzard;Male;Mountain;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jyc7P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/p/r/prr2u1c3p1k.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycnOz92igg%3D%3D;Luis Springs;Intenta ser más cool que su padre, pero su viejo es mucho más moderno de lo que él será jamás.;;;×;×;;;;
1491;Barkley;Inazuma Eleven 2: Firestorm / Blizzard;Male;Fire;FW;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83Jyc3P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/j/e/jeydhop_cvu.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycnNz92igg%3D%3D;Bruce Barkley;Algunas personas podrían oír el llamado de la naturaleza. Lo tiene en marcación rápida.;;;×;×;;;;
1492;Spacek;Inazuma Eleven 2: Firestorm / Blizzard;Male;Mountain;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JyczP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/4/s/4sdiqxpfxm8.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycnMz92igg%3D%3D;Chip Spacek;Un misterioso espía al que le borraron la memoria tras un golpe en la cabeza.;;;×;×;;;;
1493;Tirell;Inazuma Eleven 2: Firestorm / Blizzard;Male;Fire;DF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JycvP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/6/n/6ne-eodp0g8.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycnLz92igg%3D%3D;Mason Tirell;Es un experto en fabricar goma para hacer cualquier cosa.;;;×;×;;;;
1494;Riverhead;Inazuma Eleven 2: Firestorm / Blizzard;Male;Forest;GK;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JycrP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/l/l/ll1fpx7tztu.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycnKz92igg%3D%3D;Dale Riverhead;Está engordando a pesar de casi nunca comer.;;;×;×;;;;
1495;Lovelace;Inazuma Eleven 2: Firestorm / Blizzard;Female;Wind;DF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JycnP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/r/k/rkwq6sobszk.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycnJz92igg%3D%3D;Adelpha Lovelace;Los chicos suelen tratarla como a una amiga, así que rara vez la invitan a salir.;;;?;?;;;;
1496;Timing;Inazuma Eleven 2: Firestorm / Blizzard;Male;Mountain;MF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JycjP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/a/i/ainlxtohbam.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycnIz92igg%3D%3D;Egon Timing;Tanto si te gustan los huevos cocidos como duros, él es tu hombre.;;;×;×;;;;
1497;Frogge;Inazuma Eleven 2: Firestorm / Blizzard;Male;Fire;FW;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JycfP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/u/i/uiytmerdm_k.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycnHz92igg%3D%3D;Tony Frogge;Un experto en anfibios que sabe todo lo que hay que saber sobre ranas.;;;×;×;;;;
1498;Punch;Inazuma Eleven 2: Firestorm / Blizzard;Male;Fire;DF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JycbP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/f/g/fgpylhn5lmm.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycnGz92igg%3D%3D;Fred Punch;Un aficionado a las frutas tropicales que es un amante de las papayas y está obsesionado con los mangos.;;;×;×;;;;
1499;Whipp;Inazuma Eleven 2: Firestorm / Blizzard;Male;Forest;DF;Player;Middle School;Grade 8;Unaffiliated;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Nz83JyM_P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/x/i/xiy_rgewqgs.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzc_NycjPz92igg%3D%3D;Hannibal Whipp;Tiene un don con los animales, el cantamo y entrena para que haga casa a cualquier bestia.;;;×;×;;;;
15;Erik;Inazuma Eleven;Male;Forest;MF;Player;Middle School;Grade 8;Raimon;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz87Pxs7P3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/e/4/e4qtt3lwf_m.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzs_Oz8bOz92igg%3D%3D;Erik Eagle;Un polivalente que en su día fue aclamado como un genio. Una potencia delantera y una pared detrás.;;;?;?;?;?;×;×
150;Roast;Inazuma Eleven;Male;Mountain;MF;Player;Middle School;Grade 8;Farm;https://zukan.inazuma.jp/en/chara_model_view/?q=hN2cl56NnpyLmo2glpvdxaTdnM_Oz8_Oy8bP3aKC;https://dxi4wb638ujep.cloudfront.net/1/k/j/c/jcl1fb8_kas.png;https://zukan.inazuma.jp/en/chara_param/?q=hN2ZlpOLmo2gnJeejZ6glpugjIuN3cWk3ZzPzs_PzsvGz92igg%3D%3D;Tom Walters;Un niño salvaje que creció pescando y cocinando su propio pollo asado.;;;?;×;×;×;×;×
